Id;OznKoord;NazKlase;Bio_1;Bio_2;Bio_3;Bio_4;Bio_5;Bio_6;Bio_7;Bio_8;Bio_9;Bio_10;Bio_11;Bio_12;Bio_13;Bio_14;Bio_15;Bio_16;Bio_17;Bio_18;Bio_19;EKSPOZICIJ;NDM__M_;NAGIB_TERE
13136;XY.115378;Quercus petraea (Mattuschka) Liebl.;11,6;9,4;31;71,12;27,5;-2;29,5;7,3;3,5;20,6;2,3;1099;120;69;18;342;215;271;249;102;181;0
13137;XY.115385;Quercus petraea (Mattuschka) Liebl.;11,6;9,4;31;71,12;27,5;-2;29,5;7,3;3,5;20,6;2,3;1099;120;69;18;342;215;271;249;102;181;0
13138;XY.115388;Quercus petraea (Mattuschka) Liebl.;11,4;9,4;31;71,21;27,4;-2,2;29,6;7,2;3,3;20,4;2,1;1106;121;69;18;343;216;275;249;102;181;0
13139;XY.115390;Quercus petraea (Mattuschka) Liebl.;10,2;9;31;70,05;25,9;-2,9;28,8;6,1;2,2;19,1;1,1;1222;134;79;18;384;245;295;283;216;223;4
13140;XY.115390;Quercus petraea (Mattuschka) Liebl.;10,2;9;31;70,05;25,9;-2,9;28,8;6,1;2,2;19,1;1,1;1222;134;79;18;384;245;295;283;216;223;4
13141;XY.123871;Quercus petraea (Mattuschka) Liebl.;11;9,5;32;69,97;26,8;-2,4;29,2;6,8;6,4;19,8;1,8;1112;126;73;18;355;227;261;265;353;232;0
13142;XY.123921;Quercus petraea (Mattuschka) Liebl.;10,8;9,4;31;71,29;26,7;-2,9;29,6;6,5;2,7;19,7;1,3;1079;118;68;17;331;212;270;245;212;193;3
13143;XY.123968;Quercus petraea (Mattuschka) Liebl.;10,8;9,5;32;71,1;26,7;-2,9;29,6;6,5;2,7;19,7;1,4;1076;118;68;17;330;212;269;245;209;185;3
13144;XY.123977;Quercus petraea (Mattuschka) Liebl.;11;9,2;31;70,43;26,8;-2,3;29,1;6,9;3;19,9;1,8;1167;128;75;18;367;232;283;268;324;274;0
13145;XY.123979;Quercus petraea (Mattuschka) Liebl.;11;9,2;31;70,76;26,8;-2,4;29,2;6,8;2,9;20;1,8;1164;127;74;18;364;229;286;265;129;270;0
13146;XY.114134;Quercus petraea (Mattuschka) Liebl.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;67;241;0
13147;XY.114134;Fraxinus ornus L.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;67;241;0
13148;XY.114135;Quercus petraea (Mattuschka) Liebl.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;67;241;0
13149;XY.114144;Quercus petraea (Mattuschka) Liebl.;10,6;9;31;70,1;26,2;-2,6;28,8;6,4;2,5;19,4;1,4;1211;134;78;18;382;242;292;280;240;403;3
13150;XY.114156;Quercus petraea (Mattuschka) Liebl.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;180;403;6
13151;XY.114170;Fraxinus ornus L.;10,6;6,9;27;63,18;24,2;-0,5;24,7;11,4;3,2;18,8;2,7;1288;145;86;17;406;268;294;298;10;668;3
13152;XY.114190;Fraxinus ornus L.;9,5;7;28;63,33;23,2;-1,6;24,8;10,4;2,1;17,7;1,6;1299;144;86;17;406;266;305;295;244;730;8
13153;XY.114206;Fraxinus ornus L.;9,5;7;28;63,33;23,2;-1,6;24,8;10,4;2,1;17,7;1,6;1299;144;86;17;406;266;305;295;271;678;2
13154;XY.114229;Quercus petraea (Mattuschka) Liebl.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;316;214;0
13155;XY.114238;Quercus petraea (Mattuschka) Liebl.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;67;241;0
13156;XY.115697;Carpinus betulus L.;11,3;9,4;31;71,29;27,3;-2,3;29,6;7;3,2;20,3;2;1109;120;69;18;342;215;278;248;38;168;2
13157;XY.115698;Carpinus betulus L.;11,3;9,4;31;71,29;27,3;-2,3;29,6;7;3,2;20,3;2;1109;120;69;18;342;215;278;248;38;168;2
13158;XY.115699;Carpinus betulus L.;11,3;9,4;31;71,29;27,3;-2,3;29,6;7;3,2;20,3;2;1109;120;69;18;342;215;278;248;38;168;2
13159;XY.115733;Carpinus betulus L.;11,6;9,4;31;71,29;27,6;-2;29,6;7,3;3,5;20,6;2,2;1101;120;69;18;341;214;274;247;5;113;1
13160;XY.115734;Carpinus betulus L.;11,3;9,4;31;71,29;27,3;-2,3;29,6;7;3,2;20,3;2;1109;120;69;18;342;215;278;248;23;112;1
13161;XY.115740;Carpinus betulus L.;11,6;9,4;31;71,29;27,6;-2;29,6;7,3;3,5;20,6;2,2;1101;120;69;18;341;214;274;247;357;194;2
13162;XY.115826;Carpinus betulus L.;11,1;9,3;31;71,26;27,1;-2,4;29,5;6,8;3;20,1;1,8;1119;121;70;18;345;218;279;251;132;156;1
13163;XY.115828;Carpinus betulus L.;11,2;9,3;31;71,03;27;-2,3;29,3;6,9;3,1;20,1;1,9;1124;122;71;18;348;220;279;254;202;154;1
13164;XY.115829;Carpinus betulus L.;11,2;9,3;31;71,03;27;-2,3;29,3;6,9;3,1;20,1;1,9;1124;122;71;18;348;220;279;254;202;154;1
13165;XY.115831;Carpinus betulus L.;11,2;9,3;31;71,03;27;-2,3;29,3;6,9;3,1;20,1;1,9;1124;122;71;18;348;220;279;254;202;154;1
13166;XY.115832;Carpinus betulus L.;11,3;9,4;31;71,24;27,2;-2,3;29,5;11,8;3,2;20,3;2;1117;120;69;18;343;215;283;247;95;128;1
13167;XY.115842;Carpinus betulus L.;11,3;9,4;31;71,42;27,2;-2,4;29,6;11,8;3,1;20,3;1,9;1110;119;68;18;340;212;284;244;154;171;2
13168;XY.115848;Carpinus betulus L.;11,3;9,4;31;71,14;27,2;-2,3;29,5;7;3,2;20,3;2;1115;120;69;18;343;215;281;248;110;161;2
13169;XY.115851;Carpinus betulus L.;11,2;9,3;31;71,27;27,2;-2,4;29,6;6,9;3,1;20,2;1,9;1116;120;69;18;343;215;282;248;110;161;2
13170;XY.124510;Carpinus betulus L.;10,8;9,1;31;70,36;26,6;-2,4;29;6,7;2,7;19,7;1,6;1188;131;77;18;375;238;286;275;185;218;3
13171;XY.124529;Carpinus betulus L.;11,4;9,3;31;69,9;27,1;-2;29,1;7,3;6,6;20,2;2,2;1163;129;75;19;370;233;276;271;298;184;0
13172;XY.124566;Carpinus betulus L.;11;9,2;31;70,57;26,8;-2,3;29,1;6,8;3;20;1,8;1162;128;74;19;365;229;283;265;175;245;0
13173;XY.124567;Carpinus betulus L.;11;9,2;31;70,57;26,8;-2,3;29,1;6,8;3;20;1,8;1162;128;74;19;365;229;283;265;175;245;0
13174;XY.124570;Carpinus betulus L.;11;9,2;31;70,57;26,8;-2,3;29,1;6,8;3;20;1,8;1162;128;74;19;365;229;283;265;175;245;0
13175;XY.124574;Carpinus betulus L.;10,9;9,2;31;70,56;26,7;-2,4;29,1;6,7;2,9;19,9;1,7;1164;127;74;18;364;229;286;265;124;255;0
13176;XY.124575;Carpinus betulus L.;11,1;9,3;31;70,34;26,9;-2,3;29,2;6,9;3;19,9;1,9;1157;127;74;18;362;229;283;264;354;220;0
13177;XY.124584;Carpinus betulus L.;11,1;9,3;31;70,34;26,9;-2,3;29,2;6,9;3;19,9;1,9;1157;127;74;18;362;229;283;264;354;220;0
13178;XY.124585;Carpinus betulus L.;10,9;9,2;31;70,53;26,7;-2,5;29,2;6,7;2,8;19,8;1,6;1174;129;75;18;370;234;284;271;255;247;0
13179;XY.124606;Carpinus betulus L.;11;9,2;31;70,74;26,8;-2,4;29,2;6,8;2,9;20;1,8;1158;127;74;18;362;229;283;264;102;196;0
13180;XY.124621;Carpinus betulus L.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1175;136;79;20;387;246;259;290;124;267;0
13181;XY.124628;Carpinus betulus L.;10,8;9,1;31;70,36;26,6;-2,4;29;6,7;2,7;19,7;1,6;1188;131;77;18;375;238;286;275;185;218;3
13182;XY.124629;Carpinus betulus L.;10,8;9,1;31;70,36;26,6;-2,4;29;6,7;2,7;19,7;1,6;1188;131;77;18;375;238;286;275;185;218;3
13183;XY.124633;Carpinus betulus L.;10,8;9,1;31;70,36;26,6;-2,4;29;6,7;2,7;19,7;1,6;1188;131;77;18;375;238;286;275;185;218;3
13184;XY.124634;Carpinus betulus L.;10,8;9,1;31;70,36;26,6;-2,4;29;6,7;2,7;19,7;1,6;1188;131;77;18;375;238;286;275;185;218;3
13185;XY.124641;Carpinus betulus L.;10,8;9,1;31;70,36;26,6;-2,4;29;6,7;2,7;19,7;1,6;1188;131;77;18;375;238;286;275;185;218;3
13186;XY.124648;Carpinus betulus L.;10,7;9,1;31;70,42;26,5;-2,6;29,1;6,6;2,6;19,6;1,5;1191;131;77;18;375;238;288;275;118;254;4
13187;XY.124650;Carpinus betulus L.;10,8;9,1;31;70,36;26,6;-2,4;29;6,7;2,7;19,7;1,6;1188;131;77;18;375;238;286;275;138;235;2
13188;XY.124651;Carpinus betulus L.;10,7;9,1;31;70,42;26,5;-2,6;29,1;6,6;2,6;19,6;1,5;1191;131;77;18;375;238;288;275;118;254;4
13189;XY.124652;Carpinus betulus L.;10,7;9,1;31;70,42;26,5;-2,6;29,1;6,6;2,6;19,6;1,5;1191;131;77;18;375;238;288;275;118;254;4
13190;XY.124659;Carpinus betulus L.;11,3;9,3;32;69,96;27;-2;29;7,1;6,5;20,1;2,1;1166;129;75;19;370;232;279;270;138;235;2
13191;XY.124661;Carpinus betulus L.;11,3;9,3;32;69,96;27;-2;29;7,1;6,5;20,1;2,1;1166;129;75;19;370;232;279;270;138;235;2
13192;XY.124668;Carpinus betulus L.;11,4;9,3;32;70,09;27,1;-1,9;29;7,2;6,6;20,3;2,2;1164;129;75;19;370;232;277;270;177;183;0
13193;XY.124669;Carpinus betulus L.;11,4;9,3;32;70,09;27,1;-1,9;29;7,2;6,6;20,3;2,2;1164;129;75;19;370;232;277;270;177;183;0
13194;XY.124670;Carpinus betulus L.;10,6;9,1;31;70,29;26,4;-2,6;29;6,5;2,5;19,5;1,4;1192;131;77;18;375;238;289;275;118;254;4
13195;XY.124671;Carpinus betulus L.;10,6;9,1;31;70,29;26,4;-2,6;29;6,5;2,5;19,5;1,4;1192;131;77;18;375;238;289;275;118;254;4
13196;XY.124678;Carpinus betulus L.;11,4;9,3;32;70,09;27,1;-1,9;29;7,2;6,6;20,3;2,2;1164;129;75;19;370;232;277;270;177;183;0
13197;XY.124679;Carpinus betulus L.;10,6;9,1;31;70,29;26,4;-2,6;29;6,5;2,5;19,5;1,4;1192;131;77;18;375;238;289;275;118;254;4
13198;XY.124680;Carpinus betulus L.;11,3;9,3;32;69,96;27;-2;29;7,1;6,5;20,1;2,1;1166;129;75;19;370;232;279;270;138;235;2
13199;XY.124681;Carpinus betulus L.;11,2;9,3;31;70,44;27;-2,1;29,1;7;3,1;20,1;2;1160;127;74;18;364;229;283;265;63;191;1
13200;XY.124682;Carpinus betulus L.;11,3;9,3;32;69,96;27;-2;29;7,1;6,5;20,1;2,1;1166;129;75;19;370;232;279;270;138;235;2
13201;XY.124689;Carpinus betulus L.;11,2;9,3;31;70,44;27;-2,1;29,1;7;3,1;20,1;2;1160;127;74;18;364;229;283;265;236;196;1
13202;XY.124695;Carpinus betulus L.;11,2;9,3;31;70,59;27;-2,1;29,1;7;3,2;20,2;2;1154;127;73;18;362;228;282;264;236;196;1
13203;XY.124696;Carpinus betulus L.;11,2;9,3;31;70,44;27;-2,1;29,1;7;3,1;20,1;2;1160;127;74;18;364;229;283;265;236;196;1
13204;XY.124697;Carpinus betulus L.;11,2;9,3;31;70,44;27;-2,1;29,1;7;3,1;20,1;2;1160;127;74;18;364;229;283;265;236;196;1
13205;XY.124702;Carpinus betulus L.;11,2;9,3;31;70,59;27;-2,1;29,1;7;3,2;20,2;2;1154;127;73;18;362;228;282;264;236;196;1
13206;XY.124712;Carpinus betulus L.;11,2;9,3;31;70,44;27;-2,1;29,1;7;3,1;20,1;2;1160;127;74;18;364;229;283;265;236;196;1
13207;XY.124713;Carpinus betulus L.;11,2;9,3;31;70,44;27;-2,1;29,1;7;3,1;20,1;2;1160;127;74;18;364;229;283;265;236;196;1
13208;XY.124722;Carpinus betulus L.;11,2;9,3;31;70,59;27;-2,1;29,1;7;3,2;20,2;2;1154;127;73;18;362;228;282;264;236;196;1
13209;XY.124723;Carpinus betulus L.;11,2;9,3;31;70,44;27;-2,1;29,1;7;3,1;20,1;2;1160;127;74;18;364;229;283;265;236;196;1
13210;XY.124741;Carpinus betulus L.;11;9,2;31;70,42;26,8;-2,4;29,2;6,8;2,9;19,9;1,8;1167;128;75;18;367;232;283;268;348;212;0
13211;XY.124744;Carpinus betulus L.;11;9,2;31;70,43;26,8;-2,3;29,1;6,9;3;19,9;1,8;1167;128;75;18;367;232;283;268;255;247;0
13212;XY.124745;Carpinus betulus L.;11;9,2;31;70,57;26,8;-2,3;29,1;6,8;3;20;1,8;1162;128;74;19;365;229;283;265;175;245;0
13213;XY.124746;Carpinus betulus L.;11;9,2;31;70,57;26,8;-2,3;29,1;6,8;3;20;1,8;1162;128;74;19;365;229;283;265;175;245;0
13214;XY.124749;Carpinus betulus L.;11;9,2;31;70,57;26,8;-2,3;29,1;6,8;3;20;1,8;1162;128;74;19;365;229;283;265;175;245;0
13215;XY.124752;Carpinus betulus L.;11;9,2;31;70,57;26,8;-2,3;29,1;6,8;3;20;1,8;1162;128;74;19;365;229;283;265;175;245;0
13216;XY.124753;Carpinus betulus L.;11,1;9,3;31;70,34;26,9;-2,3;29,2;6,9;3;19,9;1,9;1157;127;74;18;362;229;283;264;354;220;0
13217;XY.124767;Carpinus betulus L.;11;9,2;31;70,74;26,8;-2,4;29,2;6,8;2,9;20;1,8;1158;127;74;18;362;229;283;264;102;196;0
13218;XY.124768;Carpinus betulus L.;11,2;9,3;31;70,57;27;-2,2;29,2;7;3,2;20,1;2;1149;126;73;18;359;226;282;261;102;196;0
13219;XY.124772;Carpinus betulus L.;11,2;9,3;31;70,57;27;-2,2;29,2;7;3,2;20,1;2;1149;126;73;18;359;226;282;261;102;196;0
13220;XY.124773;Carpinus betulus L.;10,9;9,2;31;70,76;26,7;-2,5;29,2;6,7;2,8;19,8;1,6;1159;126;73;18;361;227;287;262;100;188;1
13221;XY.124782;Carpinus betulus L.;10,9;9,2;31;70,65;26,7;-2,5;29,2;6,7;2,8;19,8;1,6;1158;126;73;18;361;227;286;262;100;188;1
13222;XY.124783;Carpinus betulus L.;10,9;9,2;31;70,65;26,7;-2,5;29,2;6,7;2,8;19,8;1,6;1158;126;73;18;361;227;286;262;100;188;1
13223;XY.124791;Carpinus betulus L.;11;9,2;31;70,89;26,9;-2,4;29,3;6,8;2,9;20;1,8;1146;125;72;18;356;224;285;258;138;197;3
13224;XY.124794;Carpinus betulus L.;10,9;9,3;32;68,98;26,5;-2,3;28,8;6,8;6,2;19,6;1,8;1178;137;79;20;389;246;259;291;270;253;1
13225;XY.124795;Carpinus betulus L.;10,9;9,3;32;68,98;26,5;-2,3;28,8;6,8;6,2;19,6;1,8;1178;137;79;20;389;246;259;291;270;253;1
13226;XY.124796;Carpinus betulus L.;10,9;9,3;32;68,98;26,5;-2,3;28,8;6,8;6,2;19,6;1,8;1178;137;79;20;389;246;259;291;270;253;1
13227;XY.124799;Carpinus betulus L.;10,9;9,3;32;68,98;26,5;-2,3;28,8;6,8;6,2;19,6;1,8;1178;137;79;20;389;246;259;291;270;253;1
13228;XY.124807;Carpinus betulus L.;10,9;9,3;32;68,98;26,5;-2,3;28,8;6,8;6,2;19,6;1,8;1178;137;79;20;389;246;259;291;270;253;1
13229;XY.124808;Carpinus betulus L.;10,9;9,3;32;68,98;26,5;-2,3;28,8;6,8;6,2;19,6;1,8;1178;137;79;20;389;246;259;291;270;253;1
13230;XY.124816;Carpinus betulus L.;10,9;9,3;32;68,98;26,5;-2,3;28,8;6,8;6,2;19,6;1,8;1178;137;79;20;389;246;259;291;270;253;1
13231;XY.124824;Carpinus betulus L.;10,9;9,3;32;68,98;26,5;-2,3;28,8;6,8;6,2;19,6;1,8;1178;137;79;20;389;246;259;291;270;253;1
13232;XY.124829;Carpinus betulus L.;10,9;9,3;32;68,98;26,5;-2,3;28,8;6,8;6,2;19,6;1,8;1178;137;79;20;389;246;259;291;248;354;0
13233;XY.124830;Carpinus betulus L.;10,9;9,3;32;68,98;26,5;-2,3;28,8;6,8;6,2;19,6;1,8;1178;137;79;20;389;246;259;291;248;354;0
13234;XY.124832;Carpinus betulus L.;10,9;9,3;32;68,91;26,5;-2,2;28,7;6,8;6,2;19,6;1,8;1177;137;78;20;390;246;258;292;259;253;0
13235;XY.124833;Carpinus betulus L.;10,9;9,3;32;68,91;26,5;-2,2;28,7;6,8;6,2;19,6;1,8;1177;137;78;20;390;246;258;292;259;253;0
13236;XY.124834;Carpinus betulus L.;10,9;9,3;32;68,91;26,5;-2,2;28,7;6,8;6,2;19,6;1,8;1177;137;78;20;390;246;258;292;283;261;0
13237;XY.124835;Carpinus betulus L.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1181;137;80;20;389;247;261;291;248;354;0
13238;XY.124839;Carpinus betulus L.;10,9;9,3;32;69;26,5;-2,2;28,7;6,8;6,2;19,6;1,8;1177;137;79;20;389;246;259;291;196;262;1
13239;XY.124842;Carpinus betulus L.;10,9;9,3;32;69;26,5;-2,2;28,7;6,8;6,2;19,6;1,8;1177;137;79;20;389;246;259;291;196;262;1
13240;XY.124843;Carpinus betulus L.;10,9;9,3;32;69;26,5;-2,2;28,7;6,8;6,2;19,6;1,8;1177;137;79;20;389;246;259;291;196;262;1
13241;XY.124844;Carpinus betulus L.;10,9;9,3;32;68,91;26,5;-2,2;28,7;6,8;6,2;19,6;1,8;1177;137;78;20;390;246;258;292;259;253;0
13242;XY.124845;Carpinus betulus L.;11;9,3;32;68,56;26,6;-2,1;28,7;6,9;6,4;19,6;2;1174;137;78;20;390;246;256;292;40;250;0
13243;XY.124849;Carpinus betulus L.;11;9,3;32;68,56;26,6;-2,1;28,7;6,9;6,4;19,6;2;1174;137;78;20;390;246;256;292;40;250;0
13244;XY.124854;Carpinus betulus L.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1181;137;80;20;389;247;261;291;196;262;1
13245;XY.124861;Carpinus betulus L.;10,9;9,3;32;69;26,5;-2,2;28,7;6,8;6,2;19,6;1,8;1177;137;79;20;389;246;259;291;196;262;1
13246;XY.124868;Carpinus betulus L.;10,9;9,3;32;68,88;26,5;-2,2;28,7;6,8;6,2;19,5;1,8;1179;138;78;20;391;248;257;293;283;261;0
13247;XY.124876;Carpinus betulus L.;10,6;9,3;32;68,64;26,2;-2,4;28,6;6,5;5,9;19,2;1,5;1195;140;79;20;398;253;258;300;299;326;2
13248;XY.124882;Carpinus betulus L.;10,9;9,3;32;69;26,5;-2,2;28,7;6,8;6,2;19,6;1,8;1177;137;79;20;389;246;259;291;196;262;1
13249;XY.124883;Carpinus betulus L.;10,9;9,3;32;69;26,5;-2,2;28,7;6,8;6,2;19,6;1,8;1177;137;79;20;389;246;259;291;196;262;1
13250;XY.124884;Carpinus betulus L.;10,9;9,3;32;68,91;26,5;-2,2;28,7;6,8;6,2;19,6;1,8;1177;137;78;20;390;246;258;292;259;253;0
13251;XY.124885;Carpinus betulus L.;10,8;9,3;32;68,85;26,4;-2,3;28,7;6,7;6,2;19,5;1,8;1177;137;79;20;389;247;259;293;283;261;0
13252;XY.124889;Carpinus betulus L.;10,9;9,3;32;69;26,5;-2,2;28,7;6,8;6,2;19,6;1,8;1177;137;79;20;389;246;259;291;196;262;1
13253;XY.124890;Carpinus betulus L.;10,9;9,3;32;69;26,5;-2,2;28,7;6,8;6,2;19,6;1,8;1177;137;79;20;389;246;259;291;196;262;1
13254;XY.124892;Carpinus betulus L.;10,9;9,3;32;69;26,5;-2,2;28,7;6,8;6,2;19,6;1,8;1177;137;79;20;389;246;259;291;196;262;1
13255;XY.124893;Carpinus betulus L.;10,8;9,3;32;68,94;26,6;-2,3;28,9;6,8;6,2;19,5;1,8;1180;138;78;20;392;249;256;295;21;386;1
13256;XY.124895;Carpinus betulus L.;10,9;9,3;32;69;26,5;-2,2;28,7;6,8;6,2;19,6;1,8;1177;137;79;20;389;246;259;291;196;262;1
13257;XY.124899;Carpinus betulus L.;10,9;9,3;32;68,69;26,5;-2,2;28,7;6,9;6,3;19,6;1,9;1175;137;78;20;390;247;256;293;36;258;3
13258;XY.124900;Carpinus betulus L.;10,6;9,3;32;68,63;26,2;-2,4;28,6;6,5;5,9;19,2;1,6;1194;140;78;21;398;253;257;300;274;407;1
13259;XY.124901;Carpinus betulus L.;10,9;9,3;32;68,82;26,5;-2,2;28,7;6,9;6,3;19,6;1,9;1175;137;78;20;390;247;256;293;219;253;0
13260;XY.124904;Carpinus betulus L.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1181;137;80;20;389;247;261;291;124;267;0
13261;XY.124906;Carpinus betulus L.;10,8;9,3;32;68,94;26,6;-2,3;28,9;6,8;6,2;19,5;1,8;1180;138;78;20;392;249;256;295;38;274;3
13262;XY.124907;Carpinus betulus L.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1176;136;79;20;387;246;259;291;212;267;0
13263;XY.124909;Carpinus betulus L.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1176;136;79;20;387;246;259;291;212;267;0
13264;XY.124934;Carpinus betulus L.;10,6;9,3;32;68,63;26,2;-2,4;28,6;6,5;5,9;19,2;1,6;1194;140;78;21;398;253;257;300;246;311;0
13265;XY.124935;Carpinus betulus L.;10,6;9,3;32;68,64;26,2;-2,4;28,6;6,5;5,9;19,2;1,5;1195;140;79;20;398;253;258;300;246;311;0
13266;XY.124937;Carpinus betulus L.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1175;136;79;20;387;246;259;290;212;267;0
13267;XY.124938;Carpinus betulus L.;10,8;9,3;32;68,94;26,6;-2,3;28,9;6,8;6,2;19,5;1,8;1180;138;78;20;392;249;256;295;17;377;2
13268;XY.124939;Carpinus betulus L.;10,8;9,3;32;68,94;26,6;-2,3;28,9;6,8;6,2;19,5;1,8;1180;138;78;20;392;249;256;295;38;274;3
13269;XY.124944;Carpinus betulus L.;10,4;9,2;32;68,57;26;-2,6;28,6;6,4;5,7;19;1,4;1201;141;79;21;401;256;258;302;348;389;1
13270;XY.124945;Carpinus betulus L.;10,8;9,3;32;68,87;26,4;-2,3;28,7;6,7;6,1;19,4;1,7;1178;137;79;20;389;247;259;292;256;259;1
13271;XY.124947;Carpinus betulus L.;10,5;9,2;32;68,65;26,1;-2,5;28,6;6,5;5,9;19,2;1,5;1194;140;78;21;398;253;257;300;246;311;0
13272;XY.124948;Carpinus betulus L.;10,5;9,2;32;68,65;26,1;-2,5;28,6;6,5;5,9;19,2;1,5;1194;140;78;21;398;253;257;300;246;311;0
13273;XY.124949;Carpinus betulus L.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1175;136;79;20;387;246;259;290;124;267;0
13274;XY.124950;Carpinus betulus L.;10,5;9,2;32;68,65;26,1;-2,5;28,6;6,5;5,9;19,2;1,5;1194;140;78;21;398;253;257;300;246;311;0
13275;XY.124951;Carpinus betulus L.;10,4;9,2;32;68,57;26;-2,6;28,6;6,4;5,7;19;1,4;1201;141;79;21;401;256;258;302;348;389;1
13276;XY.124952;Carpinus betulus L.;10,4;9,2;32;68,57;26;-2,6;28,6;6,4;5,7;19;1,4;1201;141;79;21;401;256;258;302;348;389;1
13277;XY.124953;Carpinus betulus L.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1175;136;79;20;387;246;259;290;124;267;0
13278;XY.124956;Carpinus betulus L.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1175;136;79;20;387;246;259;290;124;267;0
13279;XY.124971;Carpinus betulus L.;10,4;9,2;32;68,57;26;-2,6;28,6;6,4;5,7;19;1,4;1201;141;79;21;401;256;258;302;348;389;1
13280;XY.124972;Carpinus betulus L.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1176;136;79;20;387;246;259;291;212;267;0
13281;XY.124973;Carpinus betulus L.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1176;136;79;20;387;246;259;291;212;267;0
13282;XY.114239;Quercus petraea (Mattuschka) Liebl.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;67;241;0
13283;XY.114241;Quercus petraea (Mattuschka) Liebl.;11,1;9,2;31;70,4;26,9;-2,2;29,1;6,9;3;20;1,9;1190;132;76;19;377;237;286;275;67;241;0
13284;XY.114241;Fraxinus ornus L.;11,1;9,2;31;70,4;26,9;-2,2;29,1;6,9;3;20;1,9;1190;132;76;19;377;237;286;275;67;241;0
13285;XY.114242;Quercus petraea (Mattuschka) Liebl.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;67;241;0
13286;XY.114263;Quercus petraea (Mattuschka) Liebl.;11,1;9,2;31;70,4;26,9;-2,2;29,1;6,9;3;20;1,9;1190;132;76;19;377;237;286;275;266;225;5
13287;XY.114271;Quercus petraea (Mattuschka) Liebl.;11,3;9,1;31;68,6;26,8;-1,7;28,5;7,3;6,5;20;2,3;1224;141;81;21;405;251;270;299;354;242;1
13288;XY.114282;Quercus petraea (Mattuschka) Liebl.;11,3;9,1;31;68,6;26,8;-1,7;28,5;7,3;6,5;20;2,3;1224;141;81;21;405;251;270;299;354;242;1
13289;XY.114307;Quercus petraea (Mattuschka) Liebl.;11,1;9,2;31;70,4;26,9;-2,2;29,1;6,9;3;20;1,9;1190;132;76;19;377;237;286;275;67;241;0
13290;XY.114317;Quercus petraea (Mattuschka) Liebl.;11,5;9,3;31;69,82;27,3;-1,8;29,1;7,4;6,7;20,4;2,4;1173;131;75;19;372;233;280;272;316;214;0
13291;XY.114327;Quercus petraea (Mattuschka) Liebl.;10,6;9;31;70,1;26,2;-2,6;28,8;6,4;2,5;19,4;1,4;1211;134;78;18;382;242;292;280;240;403;3
13292;XY.114336;Quercus petraea (Mattuschka) Liebl.;11,5;9,3;31;69,82;27,3;-1,8;29,1;7,4;6,7;20,4;2,4;1173;131;75;19;372;233;280;272;316;214;0
13293;XY.114355;Fraxinus ornus L.;11,4;9,1;32;68,54;26,8;-1,6;28,4;7,4;6,6;20,1;2,4;1218;140;81;21;403;249;269;298;107;224;0
13294;XY.114412;Fraxinus ornus L.;9,1;7;28;63,34;22,8;-2,1;24,9;10;1,7;17,4;1,2;1301;144;86;17;405;264;309;292;282;557;6
13295;XY.114416;Fraxinus ornus L.;10,2;6,9;27;63,59;23,8;-1;24,8;11,1;2,8;18,4;2,2;1286;144;86;17;404;265;299;294;21;680;0
13296;XY.114419;Fraxinus ornus L.;10,8;6,9;27;63,4;24,4;-0,3;24,7;11,7;3,4;19;2,9;1275;143;85;17;401;263;294;293;103;497;2
