Id;OznKoord;NazKlase;Bio_1;Bio_2;Bio_3;Bio_4;Bio_5;Bio_6;Bio_7;Bio_8;Bio_9;Bio_10;Bio_11;Bio_12;Bio_13;Bio_14;Bio_15;Bio_16;Bio_17;Bio_18;Bio_19;EKSPOZICIJ;NDM__M_;NAGIB_TERE
7122;XY.114508;Carpinus betulus L.;11;9,1;31;70,1;26,7;-2,3;29;6,9;2,9;19,8;1,8;1191;132;76;18;376;237;287;275;316;214;0
7123;XY.114514;Carpinus betulus L.;11,5;9,3;31;69,82;27,3;-1,8;29,1;7,4;6,7;20,4;2,4;1173;131;75;19;372;233;280;272;316;214;0
7124;XY.114515;Carpinus betulus L.;11,5;9,3;31;69,82;27,3;-1,8;29,1;7,4;6,7;20,4;2,4;1173;131;75;19;372;233;280;272;316;214;0
7125;XY.114520;Carpinus betulus L.;10,6;9;31;70,21;26,3;-2,6;28,9;6,4;2,6;19,5;1,4;1207;133;78;18;380;241;292;278;266;225;5
7126;XY.114544;Carpinus betulus L.;11,3;9,2;32;68,93;26,9;-1,7;28,6;7,2;6,5;20;2,3;1217;140;81;21;403;250;268;299;337;210;0
7127;XY.123226;Carpinus betulus L.;10,3;9,3;31;70,14;26,1;-3;29,1;6,2;2,3;19,1;1,1;1134;127;75;18;359;232;269;269;234;269;3
7128;XY.123250;Carpinus betulus L.;10,9;9,4;31;70,84;26,7;-2,7;29,4;6,6;2,8;19,7;1,5;1091;120;70;17;338;217;269;250;40;178;0
7129;XY.123269;Carpinus betulus L.;11;9,5;32;71,17;26,9;-2,7;29,6;6,7;2,9;19,9;1,6;1074;118;68;17;331;212;267;245;211;188;2
7130;XY.123285;Carpinus betulus L.;10,9;9,5;32;71,1;26,8;-2,7;29,5;6,6;2,8;19,8;1,5;1077;118;68;17;331;212;269;245;211;188;2
7131;XY.123303;Carpinus betulus L.;10,8;9,5;32;71,04;26,7;-2,8;29,5;6,5;2,7;19,8;1,4;1078;118;68;17;331;212;269;245;341;168;0
7132;XY.123305;Carpinus betulus L.;10,8;9,5;32;71,04;26,7;-2,8;29,5;6,5;2,7;19,8;1,4;1078;118;68;17;331;212;269;245;341;168;0
7133;XY.123339;Carpinus betulus L.;10,8;9,5;32;70,99;26,7;-2,8;29,5;6,5;2,7;19,7;1,4;1081;119;69;17;333;214;268;247;7;204;1
7134;XY.123346;Carpinus betulus L.;11;9,2;31;70,42;26,8;-2,4;29,2;6,8;2,9;19,9;1,8;1167;128;75;18;367;232;283;268;348;212;0
7135;XY.123347;Carpinus betulus L.;11;9,2;31;70,42;26,8;-2,4;29,2;6,8;2,9;19,9;1,8;1167;128;75;18;367;232;283;268;46;199;0
7136;XY.123348;Carpinus betulus L.;11;9,2;31;70,42;26,8;-2,4;29,2;6,8;2,9;19,9;1,8;1167;128;75;18;367;232;283;268;46;199;0
7137;XY.123351;Carpinus betulus L.;11;9,2;31;70,43;26,8;-2,3;29,1;6,9;3;19,9;1,8;1167;128;75;18;367;232;283;268;46;199;0
7138;XY.123359;Carpinus betulus L.;11;9,2;31;70,42;26,8;-2,4;29,2;6,8;2,9;19,9;1,8;1167;128;75;18;367;232;283;268;46;199;0
7139;XY.123361;Carpinus betulus L.;11;9,2;31;70,43;26,8;-2,3;29,1;6,9;3;19,9;1,8;1167;128;75;18;367;232;283;268;46;199;0
7140;XY.123364;Carpinus betulus L.;11;9,2;31;70,43;26,8;-2,3;29,1;6,9;3;19,9;1,8;1167;128;75;18;367;232;283;268;46;199;0
7141;XY.113985;Carpinus betulus L.;9,1;9,1;30;73,83;25;-5;30;18,3;0,7;18,3;-0,7;1000;112;52;22;315;167;315;185;16;396;6
7142;XY.113991;Carpinus betulus L.;9,1;9,1;30;73,83;25;-5;30;18,3;0,7;18,3;-0,7;1000;112;52;22;315;167;315;185;16;396;6
7143;XY.114000;Carpinus betulus L.;9,1;9,1;30;73,83;25;-5;30;18,3;0,7;18,3;-0,7;1000;112;52;22;315;167;315;185;30;588;6
7144;XY.114004;Carpinus betulus L.;9,1;9,1;30;73,83;25;-5;30;18,3;0,7;18,3;-0,7;1000;112;52;22;315;167;315;185;0;460;7
7145;XY.114006;Carpinus betulus L.;9,1;9,1;30;73,83;25;-5;30;18,3;0,7;18,3;-0,7;1000;112;52;22;315;167;315;185;357;542;5
7146;XY.114007;Carpinus betulus L.;9,1;9,1;30;73,83;25;-5;30;18,3;0,7;18,3;-0,7;1000;112;52;22;315;167;315;185;30;588;6
7147;XY.114010;Carpinus betulus L.;9,1;9,1;30;73,83;25;-5;30;18,3;0,7;18,3;-0,7;1000;112;52;22;315;167;315;185;30;588;6
7148;XY.114011;Carpinus betulus L.;9,1;9,1;30;73,83;25;-5;30;18,3;0,7;18,3;-0,7;1000;112;52;22;315;167;315;185;30;588;6
7149;XY.114012;Carpinus betulus L.;9,1;9,1;30;73,83;25;-5;30;18,3;0,7;18,3;-0,7;1000;112;52;22;315;167;315;185;357;542;5
7151;XY.114045;Carpinus betulus L.;9,6;9,4;30;74,09;25,6;-4,8;30,4;18,9;1,2;18,9;-0,3;944;107;46;25;310;150;310;165;180;403;6
7152;XY.114052;Carpinus betulus L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;155;386;7
7153;XY.114055;Carpinus betulus L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;155;386;7
7154;XY.114066;Carpinus betulus L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7155;XY.114067;Carpinus betulus L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7156;XY.114072;Carpinus betulus L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;180;403;6
7157;XY.114104;Carpinus betulus L.;11;9,1;31;70,1;26,7;-2,3;29;6,9;2,9;19,8;1,8;1191;132;76;18;376;237;287;275;316;214;0
7158;XY.114110;Carpinus betulus L.;11;9,1;31;70,1;26,7;-2,3;29;6,9;2,9;19,8;1,8;1191;132;76;18;376;237;287;275;264;222;6
7159;XY.123736;Fagus sylvatica L.;10,9;9,5;32;71,1;26,8;-2,8;29,6;6,6;2,8;19,8;1,5;1087;120;69;17;337;215;268;249;25;204;1
7160;XY.123754;Fagus sylvatica L.;10,9;9,5;32;71,1;26,8;-2,7;29,5;6,6;2,8;19,8;1,5;1077;118;68;17;331;212;269;245;211;188;2
7161;XY.123759;Fagus sylvatica L.;10,9;9,5;32;71,1;26,8;-2,7;29,5;6,6;2,8;19,8;1,5;1077;118;68;17;331;212;269;245;211;188;2
7162;XY.123768;Fagus sylvatica L.;11;9,5;31;70,95;27;-2,7;29,7;6,7;2,9;19,9;1,6;1073;118;68;17;331;212;266;245;219;191;1
7163;XY.123792;Fagus sylvatica L.;11;9,5;32;71,33;26,9;-2,7;29,6;6,7;2,9;19,9;1,6;1070;118;68;17;329;211;266;243;341;168;0
7164;XY.123798;Fagus sylvatica L.;10,8;9,5;32;71,04;26,7;-2,8;29,5;6,5;2,7;19,8;1,4;1078;118;68;17;331;212;269;245;298;173;0
7165;XY.123811;Fagus sylvatica L.;11;9,2;31;70,42;26,8;-2,4;29,2;6,8;2,9;19,9;1,8;1167;128;75;18;367;232;283;268;348;212;0
7166;XY.123853;Fagus sylvatica L.;10,9;9,2;31;70,76;26,7;-2,5;29,2;6,7;2,8;19,8;1,6;1159;126;73;18;361;227;287;262;150;248;3
7167;XY.123867;Fagus sylvatica L.;10,8;9,4;31;71,08;26,7;-2,8;29,5;6,5;2,7;19,7;1,4;1103;121;71;17;342;219;272;253;199;231;0
7168;XY.123888;Fagus sylvatica L.;10,8;9,4;31;70,92;26,6;-2,8;29,4;6,5;2,7;19,7;1,4;1100;121;71;17;341;219;270;253;301;234;0
7169;XY.123890;Fagus sylvatica L.;11;9,4;31;71,06;26,9;-2,6;29,5;6,6;2,9;19,9;1,6;1083;119;69;17;334;214;269;246;176;196;0
7170;XY.113552;Fagus sylvatica L.;10,3;9,4;30;74,92;26,4;-4;30,4;19,7;1,8;19,7;0,4;941;104;47;23;296;154;296;171;340;311;2
7171;XY.113559;Fagus sylvatica L.;10,3;9,4;30;74,92;26,4;-4;30,4;19,7;1,8;19,7;0,4;941;104;47;23;296;154;296;171;340;311;2
7172;XY.113563;Fagus sylvatica L.;10,4;9,4;30;74,75;26,5;-4;30,5;19,8;2;19,8;0,5;928;103;46;23;295;151;295;168;345;228;3
7173;XY.113565;Fagus sylvatica L.;10,3;9,4;30;74,66;26,4;-4;30,4;19,7;1,9;19,7;0,5;929;103;46;23;295;151;295;168;342;275;3
7174;XY.113571;Fagus sylvatica L.;10,3;9,4;30;74,66;26,4;-4;30,4;19,7;1,9;19,7;0,5;929;103;46;23;295;151;295;168;342;275;3
7175;XY.113572;Fagus sylvatica L.;10,3;9,4;30;74,66;26,4;-4;30,4;19,7;1,9;19,7;0,5;929;103;46;23;295;151;295;168;342;275;3
7177;XY.113594;Fagus sylvatica L.;10,3;9,4;30;74,92;26,4;-4;30,4;19,7;1,8;19,7;0,4;941;104;47;23;296;154;296;171;340;311;2
7179;XY.113605;Fagus sylvatica L.;10,3;9,4;30;74,92;26,4;-4;30,4;19,7;1,8;19,7;0,4;941;104;47;23;296;154;296;171;244;343;1
7180;XY.113610;Fagus sylvatica L.;10,3;9,4;30;74,92;26,4;-4;30,4;19,7;1,8;19,7;0,4;941;104;47;23;296;154;296;171;244;343;1
7183;XY.113644;Fagus sylvatica L.;10,3;9,4;30;74,66;26,4;-4;30,4;19,7;1,9;19,7;0,5;929;103;46;23;295;151;295;168;342;275;3
7191;XY.113686;Fagus sylvatica L.;10,1;9;31;70,11;25,8;-3;28,8;6;2;19;1;1220;133;79;18;381;243;298;280;46;415;4
7192;XY.113700;Fagus sylvatica L.;10,1;9;31;70,11;25,8;-3;28,8;6;2;19;1;1220;133;79;18;381;243;298;280;266;424;4
7193;XY.113706;Fagus sylvatica L.;10,1;9;31;70,11;25,8;-3;28,8;6;2;19;1;1220;133;79;18;381;243;298;280;346;453;2
7194;XY.113709;Fagus sylvatica L.;10,1;9;31;70,11;25,8;-3;28,8;6;2;19;1;1220;133;79;18;381;243;298;280;266;424;4
7195;XY.113747;Fagus sylvatica L.;8,3;6,9;27;63,39;22;-2,8;24,8;9,2;1;16,5;0,4;1301;143;86;16;402;263;314;288;260;884;10
7199;XY.113835;Fagus sylvatica L.;10,4;9,4;30;74,75;26,5;-4;30,5;19,8;2;19,8;0,5;928;103;46;23;295;151;295;168;345;228;3
7200;XY.113845;Fagus sylvatica L.;10,1;9,4;30;74,87;26,2;-4,2;30,4;19,5;1,6;19,5;0,2;951;106;48;23;301;156;301;173;351;219;3
7201;XY.106750;Quercus petraea (Mattuschka) Liebl.;8,4;9,2;30;73,02;24,2;-5,7;29,9;17,5;0,1;17,5;-1,3;1034;118;52;24;337;167;337;184;78;656;3
7202;XY.106750;Fraxinus ornus L.;8,4;9,2;30;73,02;24,2;-5,7;29,9;17,5;0,1;17,5;-1,3;1034;118;52;24;337;167;337;184;78;656;3
7203;XY.106751;Quercus petraea (Mattuschka) Liebl.;8,4;9,2;30;73,02;24,2;-5,7;29,9;17,5;0,1;17,5;-1,3;1034;118;52;24;337;167;337;184;320;835;1
7204;XY.106972;Fraxinus ornus L.;8,5;9,2;30;73,29;24,3;-5,6;29,9;17,7;0,2;17,7;-1,1;1023;116;51;25;333;164;333;181;77;652;4
7205;XY.107088;Fraxinus ornus L.;10,5;9,2;31;71,65;26,5;-3;29,5;11;2,4;19,6;1,2;1141;121;69;18;345;215;299;246;102;287;1
7206;XY.107268;Fraxinus ornus L.;10,8;7,7;30;63,66;25,2;-0,4;25,6;7,5;19,1;19,1;2,9;1116;149;52;31;403;184;184;349;72;738;9
7207;XY.107288;Fraxinus ornus L.;14,2;8,2;31;63,65;28,8;2,6;26,2;7,6;22,5;22,5;6,3;1033;140;42;34;383;154;154;336;206;210;17
7208;XY.107311;Fraxinus ornus L.;14,4;8,2;31;63,58;29;2,8;26,2;7,8;22,7;22,7;6,5;1018;138;41;35;377;152;152;330;261;377;15
7209;XY.107410;Fraxinus ornus L.;11,5;7,7;30;63,43;25,8;0,2;25,6;8,1;19,7;19,7;3,5;1080;147;49;32;394;176;176;340;240;991;26
7210;XY.107442;Fraxinus ornus L.;11;7,7;29;64,28;25,5;-0,3;25,8;7,6;19,4;19,4;3;1091;148;52;32;397;184;184;340;15;858;16
7211;XY.107537;Fraxinus ornus L.;14,5;8,2;31;64;29,2;2,8;26,4;7,8;22,8;22,8;6,5;1002;135;41;34;368;153;153;322;355;217;5
7212;XY.107551;Fraxinus ornus L.;10,9;7,7;30;63,16;25,2;-0,2;25,4;7,6;19,1;19,1;3;1115;149;52;32;403;183;183;349;131;727;1
7213;XY.107563;Fraxinus ornus L.;9,2;8,7;31;67,45;24,6;-3,1;27,7;5,6;17,8;17,8;0,4;1235;155;68;27;441;226;226;343;225;605;0
7214;XY.107677;Fraxinus ornus L.;8,6;7,1;28;62,82;22,5;-2,2;24,7;5,4;16,4;16,8;0,7;1108;145;60;28;391;199;204;331;221;400;24
7215;XY.107948;Fraxinus ornus L.;12,1;8,2;30;66,01;27;0,1;26,9;8,5;20,2;20,6;3,7;1008;134;52;29;364;181;182;298;26;467;3
7216;XY.108045;Fraxinus ornus L.;9,7;7,4;29;63,18;23,9;-1,3;25,2;6,4;17,5;18;1,8;1100;147;56;30;395;192;195;335;32;1026;27
7217;XY.108057;Fraxinus ornus L.;12,6;8;30;64,19;27,1;1;26,1;9,1;20,9;20,9;4,5;1060;145;47;33;388;170;170;337;37;544;23
7218;XY.108064;Fraxinus ornus L.;11,7;7,9;30;63,79;26,2;0,3;25,9;8,3;20;20;3,7;1101;150;49;33;402;177;177;349;35;667;15
7219;XY.108096;Fraxinus ornus L.;11,7;7,9;30;63,79;26,2;0,3;25,9;8,3;20;20;3,7;1101;150;49;33;402;177;177;349;35;667;15
7220;XY.108103;Fraxinus ornus L.;10;7,5;29;63,45;24,1;-1,1;25,2;6,6;18,2;18,2;2;1109;148;55;30;398;192;192;341;13;1013;13
7221;XY.108104;Fraxinus ornus L.;10;7,5;29;63,45;24,1;-1,1;25,2;6,6;18,2;18,2;2;1109;148;55;30;398;192;192;341;13;1013;13
7222;XY.108109;Fraxinus ornus L.;9,6;7,4;29;63,21;23,7;-1,4;25,1;6,2;17,4;17,8;1,6;1113;147;56;29;397;195;196;339;25;1090;17
7223;XY.108125;Fraxinus ornus L.;7,3;6,9;28;62,09;21;-3,3;24,3;4,1;15;15,3;-0,5;1125;140;65;25;383;211;218;325;29;1220;10
7224;XY.108133;Fraxinus ornus L.;12,2;8;30;63,85;26,7;0,7;26;8,8;20,5;20,5;4,2;1113;151;48;33;407;174;174;357;60;605;11
7225;XY.108164;Fraxinus ornus L.;10,8;7,7;30;63,66;25,2;-0,4;25,6;7,5;19,1;19,1;2,9;1116;149;52;31;403;184;184;349;72;738;9
7226;XY.108275;Fraxinus ornus L.;11,1;9,4;30;74,83;27,4;-3;30,4;20,5;2,6;20,5;1,2;952;101;51;20;280;166;280;186;135;114;0
7227;XY.108347;Fraxinus ornus L.;6,5;6,7;28;61,65;20,1;-3,8;23,9;3,4;14,2;14,5;-1,1;1130;139;67;23;380;216;224;323;218;1215;15
7228;XY.108355;Fraxinus ornus L.;10,5;8,6;31;67,77;25,8;-1,9;27,7;6,7;5,7;19,2;1,8;1317;152;89;20;435;273;289;323;85;439;5
7229;XY.108380;Fraxinus ornus L.;10,5;7,5;29;63,38;24,7;-0,6;25,3;7,2;18,8;18,8;2,6;1114;148;53;31;400;187;187;346;160;800;7
7230;XY.108397;Fraxinus ornus L.;9,2;7,3;29;63,01;23,2;-1,8;25;5,9;17;17,4;1,3;1113;146;58;29;394;198;200;336;28;1112;13
7231;XY.123777;Quercus petraea (Mattuschka) Liebl.;11;9,5;31;70,95;27;-2,7;29,7;6,7;2,9;19,9;1,6;1073;118;68;17;331;212;266;245;341;168;0
7232;XY.123781;Quercus petraea (Mattuschka) Liebl.;10,8;9,5;32;70,95;26,7;-2,8;29,5;6,5;2,7;19,7;1,4;1081;119;69;17;333;214;268;247;352;193;1
7233;XY.123808;Quercus petraea (Mattuschka) Liebl.;10,8;9,5;32;71,1;26,7;-2,9;29,6;6,5;2,7;19,7;1,4;1076;118;68;17;330;212;269;245;209;185;3
7234;XY.123811;Quercus petraea (Mattuschka) Liebl.;11;9,2;31;70,42;26,8;-2,4;29,2;6,8;2,9;19,9;1,8;1167;128;75;18;367;232;283;268;348;212;0
7235;XY.123824;Quercus petraea (Mattuschka) Liebl.;11;9,2;31;70,76;26,8;-2,4;29,2;6,8;2,9;20;1,8;1164;127;74;18;364;229;286;265;129;270;0
7236;XY.123844;Quercus petraea (Mattuschka) Liebl.;10,9;9,2;31;70,76;26,7;-2,5;29,2;6,7;2,8;19,8;1,6;1159;126;73;18;361;227;287;262;185;279;3
7237;XY.123846;Quercus petraea (Mattuschka) Liebl.;10,9;9,2;31;70,95;26,8;-2,5;29,3;6,7;2,8;19,9;1,7;1158;126;73;18;361;227;286;262;124;255;0
7238;XY.123853;Quercus petraea (Mattuschka) Liebl.;10,9;9,2;31;70,76;26,7;-2,5;29,2;6,7;2,8;19,8;1,6;1159;126;73;18;361;227;287;262;150;248;3
7239;XY.113552;Quercus petraea (Mattuschka) Liebl.;10,3;9,4;30;74,92;26,4;-4;30,4;19,7;1,8;19,7;0,4;941;104;47;23;296;154;296;171;340;311;2
7240;XY.113558;Quercus petraea (Mattuschka) Liebl.;10,3;9,4;30;74,92;26,4;-4;30,4;19,7;1,8;19,7;0,4;941;104;47;23;296;154;296;171;340;311;2
7241;XY.113559;Quercus petraea (Mattuschka) Liebl.;10,3;9,4;30;74,92;26,4;-4;30,4;19,7;1,8;19,7;0,4;941;104;47;23;296;154;296;171;340;311;2
7242;XY.113565;Quercus petraea (Mattuschka) Liebl.;10,3;9,4;30;74,66;26,4;-4;30,4;19,7;1,9;19,7;0,5;929;103;46;23;295;151;295;168;342;275;3
7243;XY.113571;Quercus petraea (Mattuschka) Liebl.;10,3;9,4;30;74,66;26,4;-4;30,4;19,7;1,9;19,7;0,5;929;103;46;23;295;151;295;168;342;275;3
7244;XY.113572;Quercus petraea (Mattuschka) Liebl.;10,3;9,4;30;74,66;26,4;-4;30,4;19,7;1,9;19,7;0,5;929;103;46;23;295;151;295;168;342;275;3
7245;XY.113578;Quercus petraea (Mattuschka) Liebl.;9,7;9,3;30;74,38;25,8;-4,5;30,3;19;1,3;19;-0,1;962;107;49;23;304;159;304;177;7;396;4
7248;XY.113605;Quercus petraea (Mattuschka) Liebl.;10,3;9,4;30;74,92;26,4;-4;30,4;19,7;1,8;19,7;0,4;941;104;47;23;296;154;296;171;244;343;1
7251;XY.113644;Quercus petraea (Mattuschka) Liebl.;10,3;9,4;30;74,66;26,4;-4;30,4;19,7;1,9;19,7;0,5;929;103;46;23;295;151;295;168;342;275;3
7259;XY.113677;Quercus petraea (Mattuschka) Liebl.;10;8,9;31;70,08;25,6;-3,1;28,7;5,9;1,9;18,8;0,8;1225;134;79;18;382;243;301;280;346;453;2
7260;XY.113686;Quercus petraea (Mattuschka) Liebl.;10,1;9;31;70,11;25,8;-3;28,8;6;2;19;1;1220;133;79;18;381;243;298;280;46;415;4
7261;XY.113690;Quercus petraea (Mattuschka) Liebl.;10,1;9;31;70,17;25,8;-3;28,8;6;2,1;19;1;1224;134;79;18;383;243;299;280;266;424;4
7262;XY.113700;Quercus petraea (Mattuschka) Liebl.;10,1;9;31;70,11;25,8;-3;28,8;6;2;19;1;1220;133;79;18;381;243;298;280;266;424;4
7263;XY.113705;Quercus petraea (Mattuschka) Liebl.;10,1;9;31;70,11;25,8;-3;28,8;6;2;19;1;1220;133;79;18;381;243;298;280;266;424;4
7264;XY.113709;Fraxinus ornus L.;10,1;9;31;70,11;25,8;-3;28,8;6;2;19;1;1220;133;79;18;381;243;298;280;266;424;4
7265;XY.113709;Quercus petraea (Mattuschka) Liebl.;10,1;9;31;70,11;25,8;-3;28,8;6;2;19;1;1220;133;79;18;381;243;298;280;266;424;4
7266;XY.113752;Fraxinus ornus L.;10,6;6,9;27;63,18;24,2;-0,5;24,7;11,4;3,2;18,8;2,7;1288;145;86;17;406;268;294;298;243;685;2
7267;XY.113788;Fraxinus ornus L.;9,5;7;28;63,12;23,2;-1,7;24,9;10,4;2,2;17,7;1,6;1298;144;86;17;405;265;307;293;227;764;11
7268;XY.114111;Carpinus betulus L.;11;9,1;31;70,1;26,7;-2,3;29;6,9;2,9;19,8;1,8;1191;132;76;18;376;237;287;275;264;222;6
7269;XY.114112;Carpinus betulus L.;11;9,1;31;70,1;26,7;-2,3;29;6,9;2,9;19,8;1,8;1191;132;76;18;376;237;287;275;264;222;6
7270;XY.114113;Carpinus betulus L.;11;9,1;31;70,1;26,7;-2,3;29;6,9;2,9;19,8;1,8;1191;132;76;18;376;237;287;275;264;222;6
7271;XY.114114;Carpinus betulus L.;11;9,1;31;70,1;26,7;-2,3;29;6,9;2,9;19,8;1,8;1191;132;76;18;376;237;287;275;264;222;6
7272;XY.114115;Carpinus betulus L.;11;9,1;31;70,1;26,7;-2,3;29;6,9;2,9;19,8;1,8;1191;132;76;18;376;237;287;275;264;222;6
7273;XY.114127;Carpinus betulus L.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;67;241;0
7274;XY.114128;Carpinus betulus L.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;67;241;0
7275;XY.114132;Carpinus betulus L.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;67;241;0
7276;XY.114159;Carpinus betulus L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7277;XY.114160;Carpinus betulus L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7278;XY.114162;Carpinus betulus L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7279;XY.114226;Carpinus betulus L.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;67;241;0
7280;XY.114227;Carpinus betulus L.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;67;241;0
7281;XY.114228;Carpinus betulus L.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;316;214;0
7282;XY.114230;Carpinus betulus L.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;67;241;0
7283;XY.114231;Carpinus betulus L.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;316;214;0
7284;XY.114232;Carpinus betulus L.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;67;241;0
7285;XY.114237;Carpinus betulus L.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;67;241;0
7286;XY.114240;Carpinus betulus L.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;67;241;0
7287;XY.114270;Carpinus betulus L.;11,3;9,1;31;68,6;26,8;-1,7;28,5;7,3;6,5;20;2,3;1224;141;81;21;405;251;270;299;354;242;1
7288;XY.114274;Carpinus betulus L.;11,3;9,1;31;68,6;26,8;-1,7;28,5;7,3;6,5;20;2,3;1224;141;81;21;405;251;270;299;354;242;1
7289;XY.114305;Carpinus betulus L.;11,1;9,2;31;70,4;26,9;-2,2;29,1;6,9;3;20;1,9;1190;132;76;19;377;237;286;275;266;225;5
7290;XY.114308;Carpinus betulus L.;11,1;9,2;31;70,4;26,9;-2,2;29,1;6,9;3;20;1,9;1190;132;76;19;377;237;286;275;67;241;0
7291;XY.114309;Carpinus betulus L.;11,1;9,2;31;70,4;26,9;-2,2;29,1;6,9;3;20;1,9;1190;132;76;19;377;237;286;275;67;241;0
7292;XY.114329;Carpinus betulus L.;11,5;9,3;31;69,82;27,3;-1,8;29,1;7,4;6,7;20,4;2,4;1173;131;75;19;372;233;280;272;316;214;0
7293;XY.114341;Carpinus betulus L.;11,5;9,3;31;69,82;27,3;-1,8;29,1;7,4;6,7;20,4;2,4;1173;131;75;19;372;233;280;272;316;214;0
7294;XY.114346;Carpinus betulus L.;11,3;9,1;31;68,6;26,9;-1,7;28,6;7,4;6,6;20,1;2,4;1217;141;81;21;404;250;267;299;51;261;0
7295;XY.114347;Carpinus betulus L.;11,3;9,1;31;68,6;26,8;-1,7;28,5;7,3;6,5;20;2,3;1224;141;81;21;405;251;270;299;354;242;1
7296;XY.114541;Carpinus betulus L.;11,3;9,1;31;68,6;26,9;-1,7;28,6;7,4;6,6;20,1;2,4;1217;141;81;21;404;250;267;299;51;261;0
7297;XY.114542;Carpinus betulus L.;11,3;9,1;31;68,57;26,9;-1,6;28,5;7,4;6,5;20;2,4;1223;141;82;21;406;253;267;302;51;261;0
7298;XY.114546;Carpinus betulus L.;11,3;9,2;32;68,93;26,9;-1,7;28,6;7,2;6,5;20;2,3;1217;140;81;21;403;250;268;299;337;210;0
7299;XY.114550;Carpinus betulus L.;11,3;9,2;32;68,58;26,9;-1,6;28,5;7,4;6,6;20,1;2,4;1218;141;81;21;405;250;267;299;75;210;1
7300;XY.114551;Carpinus betulus L.;11,3;9,2;32;68,93;26,9;-1,7;28,6;7,2;6,5;20;2,3;1217;140;81;21;403;250;268;299;337;210;0
7301;XY.114552;Carpinus betulus L.;11,3;9,2;32;68,58;26,9;-1,6;28,5;7,4;6,6;20,1;2,4;1218;141;81;21;405;250;267;299;75;210;1
7302;XY.114561;Carpinus betulus L.;11,3;9,2;32;68,93;26,9;-1,7;28,6;7,2;6,5;20;2,3;1217;140;81;21;403;250;268;299;75;210;1
7303;XY.114564;Carpinus betulus L.;11,3;9,1;31;68,6;26,9;-1,7;28,6;7,4;6,6;20,1;2,4;1217;141;81;21;404;250;267;299;340;225;0
7304;XY.114571;Carpinus betulus L.;11,3;9,1;31;68,57;26,9;-1,6;28,5;7,4;6,5;20;2,4;1223;141;82;21;406;253;267;302;51;261;0
7305;XY.114573;Carpinus betulus L.;11,3;9,1;31;68,57;26,9;-1,6;28,5;7,4;6,5;20;2,4;1223;141;82;21;406;253;267;302;51;261;0
7306;XY.114576;Carpinus betulus L.;11,3;9,1;31;68,57;26,9;-1,6;28,5;7,4;6,5;20;2,4;1223;141;82;21;406;253;267;302;51;261;0
7307;XY.114661;Carpinus betulus L.;11,3;9,1;31;68,69;26,9;-1,7;28,6;7,3;6,5;20;2,4;1224;141;82;21;406;252;268;301;165;273;1
7308;XY.114663;Carpinus betulus L.;11,3;9,2;32;68,58;26,9;-1,6;28,5;7,4;6,6;20,1;2,4;1218;141;81;21;405;250;267;299;75;210;1
7309;XY.114664;Carpinus betulus L.;11,3;9,2;32;68,58;26,9;-1,6;28,5;7,4;6,6;20,1;2,4;1218;141;81;21;405;250;267;299;75;210;1
