IdNalazistaOp;OpisNalazista;OznKoord;IdOpazanja;NazKlase;OznKoord;HTRS96_X;HTRS96_Y;Nesigurnost
47336;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore: NP Plitvička jezera, Terenska opažanja: N. Jogan, Dta.: 15.06.2004.;xy.91894;708;Fagus sylvatica L.;xy.91894;429802.5111;4963948.7805;25.0000
47604;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore: NP Plitvička jezera, Terenska opažanja: B. Frajman & P. Sladek, Dta.: 16.06.2004.;xy.91898;713;Fagus sylvatica L.;xy.91898;432621.4214;4963860.7541;50.0000
47807;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore: NP Plitvička jezera, Terenska opažanja: B. Frajman & P. Sladek, Dta.: 16.06.2004.;xy.91902;717;Fagus sylvatica L.;xy.91902;432322.1297;4962818.0819;50.0000
48050;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore: NP Plitvička jezera, Terenska opažanja: B. Frajman & P. Sladek, Dta.: 15.06.2004.;xy.91905;720;Fagus sylvatica L.;xy.91905;430750.6061;4963727.2455;50.0000
48118;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore: NP Plitvička jezera, Terenska opažanja: B. Frajman & P. Sladek, Dta.: 15.06.2004.;xy.91906;721;Fagus sylvatica L.;xy.91906;430938.5616;4962855.6119;50.0000
49773;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore: NP Risnjak, Terenska opažanja: J. Topić & Lj. Ilijanić , Dta.: 03.08.2004., MTB: 0554.323;xy.91947;754;Fagus sylvatica L.;xy.91947;359768.3437;5044889.1208;25.0000
49881;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore: NP Risnjak, Terenska opažanja: J. Topić & Lj. Ilijanić , Dta.: 04.08.2004., MTB: 0553.424;xy.91948;756;Fagus sylvatica L.;xy.91948;356005.8261;5033316.6389;25.0000
54527;Velebitski botanički vrt, Zavižan (šire područje), NP Sjeverni Velebit. Prostor zaštićen kao Rezervat i botanički vrt, od ulaza u Vrt, kamenjare, prostor oko vrtače i vrtača, put prema Balinovcu. cca 1480-1600 m/nm.;XY.92652;884;Fagus sylvatica L.;XY.92652;379167.1641;4964664.1756;50.0000
54660;Kalnik - uspon od Doma prema vrhu, listopadna šuma;XY.92657;885;Fagus sylvatica L.;XY.92657;496567.6866;5110174.7401;25.0000
54878;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: južno od željezničke stanice Javornik (Nacionalni park Plitvice, Plitvička jezera), Ndm: 857m, Terenska opažanja: M. Pandža & M. Milović, Dta.: 19.07.2005.;xy.93385;923;Fagus sylvatica L.;xy.93385;418774.6205;4975938.9566;25.0000
55070;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: južno od željezničke stanice Javornik (Uvala, Pavlovac, Plitvička jezera), Ndm: 784m, Terenska opažanja: M. Pandža & M. Milović, Dta.: 19.07.2005.;xy.93405;930;Fagus sylvatica L.;xy.93405;418625.2241;4974404.3698;25.0000
55923;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: uz naselje Rodić Poljana (Nacionalni Park Plitvice, Plitvička jezera), Ndm: 672m, Terenska opažanja: M. Pandža & M. Milović, Dta.: 12.07.2005.;xy.93426;943;Fagus sylvatica L.;xy.93426;426930.4327;4974751.9578;25.0000
56141;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: uz most preko potoka Sartuk (Nacionalni Park Plitvice, Plitvička jezera), Terenska opažanja: M. Pandža & M. Milović, Dta.: 18.07.2005.;xy.93433;946;Fagus sylvatica L.;xy.93433;426980.0640;4975056.1022;25.0000
56477;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: Križi, sjeverno od Sertić Poljane (Sertić Poljana, Plitvička jezera), Ndm: 740m, Terenska opažanja: M. Pandža & M. Milović, Dta.: 18.07.2005.;xy.93440;954;Fagus sylvatica L.;xy.93440;426123.0595;4977391.4211;25.0000
56823;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: u blizini naselja Sertić Poljana (Plitvička jezera), Ndm: 719m, Terenska opažanja: M. Pandža & M. Milović, Dta.: 18.07.2005.;xy.93452;959;Fagus sylvatica L.;xy.93452;426151.8768;4976461.6975;25.0000
57327;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore: NP Paklenica, Velebit,  Područje: Velika Paklenica, oko planinarskog doma "Borisov dom", ispred šplilje Babunjuša, 06.07.2005., 502 m/nv, MTB: 1658.422, kordinata xy.93462;xy.93462;973;Fagus sylvatica L.;xy.93462;418635.8469;4912282.2121;25.0000
58251;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore: NP Paklenica, Velebit, Brezimenjača, na putu do Stražbenice, primorska bukova šuma (Seslerio-Fagetum). Dta.: 08.07.2005., preciznost koordinate +/- 40 m, 928 m/nv.;xy.93530;995;Fagus sylvatica L.;xy.93530;417285.5560;4913321.1553;25.0000
60893;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: Čorkova uvala, oko lugarnice, Nmv.: 880m, Terenska opažanja: Z. Stančić, Dta.:14.05.2005.;xy.93718;1056;Fagus sylvatica L.;xy.93718;423320.1193;4975370.8136;25.0000
61262;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore, područje Ogulin, Nalazište: Ogulin, Zagorje - Kolići, Nmv.: 384m, Terenska opažanja: Lj. Regula & S. Kovačić, Dta.:19.10.2005.;xy.93729;1068;Ambrosia artemisiifolia L.;xy.93729;400693.1849;5007626.0519;25.0000
61655;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Sjeverni Velebit, Terenska opažanja: J. Topić & Lj. Ilijanić, Datum: 02.08.2005.;xy.93736;1075;Fagus sylvatica L.;xy.93736;382109.5639;4957527.5172;25.0000
61735;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: Čorkova uvala, Nmv.: 880m, Terenska opažanja: Z. Stančić, Dta.:14.05.2005.;xy.93738;1077;Fagus sylvatica L.;xy.93738;423617.6292;4975016.2394;25.0000
61903;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Sjeverni Velebit, Terenska opažanja: J. Topić & Lj. Ilijanić, Datum: 02.08.2005. (V. Alan, Veliki Alan);xy.93742;1082;Fagus sylvatica L.;xy.93742;380577.7632;4954146.6074;25.0000
62020;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Sjeverni Velebit, Terenska opažanja: J. Topić & Lj. Ilijanić, Datum: 10.08.2005.;xy.93748;1087;Fagus sylvatica L.;xy.93748;383592.1321;4952537.5594;25.0000
63080;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: istočno od Zekanovke, uz asfaltiranu cestu (Zekanovka), Nmv.: 590m, Terenska opažanja: Z. Stančić, Dta.:15.05.2005.;xy.93782;1121;Fagus sylvatica L.;xy.93782;428755.3797;4974134.1077;25.0000
63131;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: područje Plitvica, Nmv.: 850m, Terenska opažanja: Z. Stančić, Dta.:17.07.2005.;xy.93783;1122;Fagus sylvatica L.;xy.93783;427530.9682;4973962.7002;25.0000
63833;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: područje Turkaljuše, zapadno od Korane, šuma uz cestu (rijeka Korana), Nmv.: 550m, Terenska opažanja: Z. Stančić, Dta.:15.05.2005.;xy.93792;1136;Fagus sylvatica L.;xy.93792;429102.6068;4974683.7990;25.0000
64249;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Sjeverni Velebit, Nalazište: područje zapadno od Živih vodica (Žive vodice), Nmv.: 1232m, Terenska opažanja: D. Hruševar, T. Kirin, M. Magajne & I. Mihalić, Dta.:23.07.2005.;xy.93795;1140;Fagus sylvatica L.;xy.93795;377733.3009;4965402.8844;25.0000
65291;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: sjeverno od Borića Selišta (Borića Selište), Nmv.: 850m, Terenska opažanja: Z. Stančić, Dta.:27.05.2005.;xy.93822;1171;Fagus sylvatica L.;xy.93822;422118.2825;4969547.7656;25.0000
66395;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvička jezera, Nalazište: šumsko područje Ćurinka, Nmv.: 800m, Terenska opažanja: Z. Stančić, Dta.:13.06.2005.;xy.93856;1194;Fagus sylvatica L.;xy.93856;432474.0973;4960103.7746;25.0000
66517;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvička jezera, Nalazište: Mala kapela, istočno od Ljeskovog vrška (Ljeskovi vršak), Nmv.: 850m, Terenska opažanja: Z. Stančić, Dta.:13.06.2005.;xy.93860;1197;Fagus sylvatica L.;xy.93860;432166.9880;4960968.5987;25.0000
66542;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvička jezera, Nalazište: zapadno od jezera Milanovac, uz cestu prema Kozjačkoj drazi (Kozjačka draga), Nmv.: 565m, Terenska opažanja: Z. Stančić, Dta.:15.05.2005.;xy.93861;1199;Fagus sylvatica L.;xy.93861;429545.2059;4973196.3288;25.0000
66867;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvička jezera, Nalazište: Plitvička jezera b.b., sjeverno od istraživačkog centra Ivo Pevalek, Nmv.: 600m, Terenska opažanja: Z. Stančić, Dta.:22.04.2005.;xy.93869;1208;Fagus sylvatica L.;xy.93869;430928.1303;4971337.4210;25.0000
67156;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvička jezera, Nalazište: Hrnjakov bunar, u blizini groblja, Nmv.: 640m, Terenska opažanja: Z. Stančić, Dta.:18.06.2005.;xy.93877;1218;Ambrosia artemisiifolia L.;xy.93877;431925.2850;4969873.7265;25.0000
344811;Sovine, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.127162;21881;Fraxinus ornus L.;XY.127162;313835.2509;5037057.2829;25.0000
344828;Liplje, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.127166;21885;Fraxinus ornus L.;XY.127166;318730.8963;5034257.8916;25.0000
344832;Lozičina, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.127167;21886;Fraxinus ornus L.;XY.127167;317239.3169;5035618.7883;25.0000
344852;Škrbina, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.127173;21892;Fraxinus ornus L.;XY.127173;309732.1022;5031455.9260;25.0000
344854;Krkuški vrh, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.127174;21893;Fraxinus ornus L.;XY.127174;307531.6777;5033056.2343;25.0000
368115;Bukova šumska sastojina. Južna Krndija.;XY.133390;24767;Fraxinus ornus L.;XY.133390;619772.2844;5027754.2164;25.0000
368124;Bukova šumska sastojina. Južna Krndija.;XY.133390;24767;Quercus petraea (Mattuschka) Liebl.;XY.133390;619772.2844;5027754.2164;25.0000
368145;Bukova šumska sastojina. Južna Krndija.;XY.133391;24768;Fraxinus ornus L.;XY.133391;619934.0024;5028010.1094;25.0000
368153;Bukova šumska sastojina. Južna Krndija.;XY.133391;24768;Quercus petraea (Mattuschka) Liebl.;XY.133391;619934.0024;5028010.1094;25.0000
368480;Bukova šumska sastojina. Sjeverni Papuk.;XY.133416;24784;Quercus petraea (Mattuschka) Liebl.;XY.133416;592679.8830;5043077.5102;25.0000
368601;Bukova šumska sastojina. Istočni Papuk.;XY.133430;24789;Fraxinus ornus L.;XY.133430;607267.0579;5038820.0672;25.0000
368608;Bukova šumska sastojina. Istočni Papuk.;XY.133430;24789;Quercus petraea (Mattuschka) Liebl.;XY.133430;607267.0579;5038820.0672;25.0000
368709;Bukova šumska sastojina. Južni Papuk.;XY.133446;24797;Quercus petraea (Mattuschka) Liebl.;XY.133446;593591.9463;5037850.8798;25.0000
368697;Bukova šumska sastojina. Južni Papuk.;XY.133446;24797;Fraxinus ornus L.;XY.133446;593591.9463;5037850.8798;25.0000
368719;Bukova šumska sastojina. Južni Papuk.;XY.133447;24798;Fraxinus ornus L.;XY.133447;593528.0894;5037804.0856;25.0000
368725;Bukova šumska sastojina. Južni Papuk.;XY.133447;24798;Quercus petraea (Mattuschka) Liebl.;XY.133447;593528.0894;5037804.0856;25.0000
292881;Gradinovac, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114106;13091;Quercus petraea (Mattuschka) Liebl.;XY.114106;407446.1724;5046075.4141;25.0000
292882;Gradinovac, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114107;13092;Quercus petraea (Mattuschka) Liebl.;XY.114107;407542.5561;5045664.3082;25.0000
292884;Gradinovac, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114108;13093;Quercus petraea (Mattuschka) Liebl.;XY.114108;407532.4072;5045964.4583;25.0000
292886;Gradinovac, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114109;13094;Quercus petraea (Mattuschka) Liebl.;XY.114109;407518.1115;5045756.9597;25.0000
292916;Lapnik, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114122;13107;Quercus petraea (Mattuschka) Liebl.;XY.114122;406612.6171;5044680.9378;25.0000
292918;Lapnik, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114123;13108;Fraxinus ornus L.;XY.114123;406915.8054;5044381.1186;25.0000
292923;Lapnik, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114124;13109;Quercus petraea (Mattuschka) Liebl.;XY.114124;406619.5794;5044885.6854;25.0000
292948;Lapnik, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114136;13121;Fraxinus ornus L.;XY.114136;407108.4132;5044471.8532;25.0000
292949;Lapnik, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114136;13121;Quercus petraea (Mattuschka) Liebl.;XY.114136;407108.4132;5044471.8532;25.0000
292950;Lapnik, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114136;13121;Quercus petraea (Mattuschka) Liebl.;XY.114136;407108.4132;5044471.8532;25.0000
292986;Dupljaka, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114154;13139;Quercus petraea (Mattuschka) Liebl.;XY.114154;472267.3490;5111779.4213;25.0000
292989;Dupljaka, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114155;13140;Quercus petraea (Mattuschka) Liebl.;XY.114155;473368.2422;5112467.7829;25.0000
293021;Debeli vrh, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114167;13152;Fraxinus ornus L.;XY.114167;313384.8267;5030862.6742;25.0000
293024;Debeli vrh, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114168;13153;Fraxinus ornus L.;XY.114168;312986.7252;5031271.5296;25.0000
293028;Debeli vrh, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114169;13154;Fraxinus ornus L.;XY.114169;313087.6850;5031172.2592;25.0000
293034;Debeli vrh, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114171;13156;Fraxinus ornus L.;XY.114171;313084.1112;5031075.6520;25.0000
293036;Debeli vrh, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114172;13157;Fraxinus ornus L.;XY.114172;312885.2673;5031175.2712;25.0000
293038;Debeli vrh, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114173;13158;Fraxinus ornus L.;XY.114173;312984.3581;5031079.4500;25.0000
293057;Kobiljak, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114186;13171;Fraxinus ornus L.;XY.114186;314283.3743;5030751.4923;25.0000
293061;Kobiljak, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114188;13173;Fraxinus ornus L.;XY.114188;314375.2392;5030648.0148;25.0000
293065;Kobiljak, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114191;13176;Fraxinus ornus L.;XY.114191;314378.3132;5031049.0435;25.0000
293089;Ravna, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114205;13190;Fraxinus ornus L.;XY.114205;313886.3686;5030843.6795;25.0000
293190;Stara gora, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114245;13229;Quercus petraea (Mattuschka) Liebl.;XY.114245;408885.3834;5042847.1257;25.0000
293305;Fukaljka, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114303;13285;Quercus petraea (Mattuschka) Liebl.;XY.114303;407309.1443;5044473.6694;25.0000
293323;Lapnik, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114310;13292;Quercus petraea (Mattuschka) Liebl.;XY.114310;407213.9358;5044669.5956;25.0000
293326;Lapnik, istraživanje šumskih ekosustava - OIKON d.o.o. ;XY.114312;13294;Quercus petraea (Mattuschka) Liebl.;XY.114312;407199.9318;5044866.4228;25.0000
67256;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvička jezera, Nalazište: zapadno od Hrnjakovog vrška (Hrnjakov vršak), Nmv.: 650m, Terenska opažanja: Z. Stančić, Dta.:18.06.2005.;xy.93878;1219;Fagus sylvatica L.;xy.93878;431655.6656;4970546.8327;25.0000
67894;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvička jezera, Nalazište: sjeverno od područja Lađeva draga, Nmv.: 770m, Terenska opažanja: Z. Stančić, Dta.:16.06.2005.;xy.93893;1234;Fagus sylvatica L.;xy.93893;432331.2946;4968407.9547;25.0000
70121;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvička jezera, Nalazište: Šuputov brijeg, jugoistočna strana, Nmv.: 750m, Terenska opažanja: Z. Stančić, Dta.: 17.06.2005.;xy.93959;1299;Fagus sylvatica L.;xy.93959;433274.9407;4967404.3472;25.0000
70404;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvička jezera, Nalazište: Parnička draga, Nmv.: 720m, Terenska opažanja: Z. Stančić, Dta.: 24.04.2005.;xy.93968;1311;Fagus sylvatica L.;xy.93968;432697.4552;4965812.7128;25.0000
70450;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvička jezera, Nalazište: Gornji Babin Potok, Nmv.: 780m, Terenska opažanja: Z. Stančić, Dta.:06.08.2005.;xy.93970;1315;Ambrosia artemisiifolia L.;xy.93970;424193.6886;4966295.7570;25.0000
70651;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvička jezera, Nalazište: sjeverno od Čujića Krčevine (Čujića Krčevina), Nmv.: 730m, Terenska opažanja: Z. Stančić, Dta.: 19.06.2005.;xy.93973;1317;Fagus sylvatica L.;xy.93973;432807.9388;4966433.7887;25.0000
70750;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvička jezera, Nalazište: Čudin klanac, Nmv.: 810m, Terenska opažanja: Z. Stančić, Dta.:06.08.2005.;xy.93975;1321;Fagus sylvatica L.;xy.93975;425263.4919;4966273.0071;25.0000
70939;rojekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvička jezera, Nalazište: Prijeboj, Nmv.: 680m, Terenska opažanja: Z. Stančić, Dta.: 23.04.2005.;xy.93980;1324;Fagus sylvatica L.;xy.93980;434212.0965;4967241.0171;25.0000
71539;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvička jezera, Nalazište: Čuića Krčevine (Čujića Krčevina), u blizini jezerca, Nmv.: 700m, Terenska opažanja: Z. Stančić, Dta.: 24.04.2005.;xy.93996;1341;Fagus sylvatica L.;xy.93996;433748.7823;4965928.3306;25.0000
71719;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvička jezera, Nalazište: Čuića Krčevine (Čujića Krčevina), sjeveroistočno od sela, Nmv.: 690m, Terenska opažanja: Z. Stančić, Dta.: 19.06.2005.;xy.94000;1345;Ambrosia artemisiifolia L.;xy.94000;433962.3942;4966284.4528;25.0000
71962;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvička jezera, Nalazište: Brezovac, Mekote Bigine, područje sjeveroistočno od gl. ceste, Nmv.:870m, Terenska opažanja: Z. Stančić, Dta.:21.07.2005.;xy.94009;1353;Fagus sylvatica L.;xy.94009;426465.9018;4964439.4414;25.0000
72473;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Sjeverni Velebit, Nalazište: Vratarski kuk (strogi rezervat Hajdučki i Rožanski kukovi), Nmv.: 1620m, Terenska opažanja: M. Vrbek, Dta.: 12.08.2005.;xy.94047;1366;Fagus sylvatica L.;xy.94047;381274.9068;4959785.6548;25.0000
72632;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Sjeverni Velebit, Nalazište: Livadica, Nmv.: 1300m, Terenska opažanja: S. Buzjak & M. Vrbek, Dta.: 22.06.2005.;xy.94059;1370;Fagus sylvatica L.;xy.94059;381750.4195;4961811.5646;25.0000
52959;Trstenik, Vejalnica, Sruki, istočni dio Medvednice, Park prirode Medvednica;xy.92603;878;Fagus sylvatica L.;xy.92603;466889.5787;5085470.5341;NULL
54302;Samoborsko gorje: Potez Smerovišće-Oštrc-Rude;xy.92777;886;Fagus sylvatica L.;xy.92777;433732.7583;5071625.3341;NULL
55342;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: sjeverno od željezničke stanice Rudopolje, područje ispod Pavlovačkog vrha (Pavlovački vrh), Ndm: 889m, Terenska opažanja: M. Pandža & M. Milović, Dta.: 02.08.2005;xy.93412;935;Fagus sylvatica L.;xy.93412;419595.7844;4974206.3894;25.0000
55420;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: područje oko Vodene drage, jugoistočno od Kuselja (Vodena draga, Kuselj), Ndm: 740m, Terenska opažanja: M. Pandža & M. Milović, Dta.: 02.08.2005.;xy.93416;937;Fagus sylvatica L.;xy.93416;426594.0912;4977982.8328;25.0000
56263;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: područje sjeveroistočno od naselja Kuselj (Plitvička jezera), Terenska opažanja: M. Pandža & M. Milović, Dta.: 18.07.2005.;xy.93436;949;Fagus sylvatica L.;xy.93436;424818.7963;4979663.0112;25.0000
56657;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: uz potok Sartuk (Rodić Poljana, Sertić Poljana), Terenska opažanja: M. Pandža & M. Milović, Dta.: 18.07.2005.;xy.93446;957;Fagus sylvatica L.;xy.93446;426842.4107;4975238.6834;25.0000
58316;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore: NP Paklenica, Velebit, Brezimenjača, Stražbenica.Dta.: 08.07.2005., MTB: 1658.232, koordinata xy.93531, preciznost koordinate +/- 34 m, 1017 m/nv.;xy.93531;996;Fagus sylvatica L.;xy.93531;416334.8958;4914225.7610;25.0000
56422;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: područje istočno od naselja Ravni Lug, šuma na području Špejarovih lugova (Špejarovi lugovi), Terenska opažanja: M. Pandža & M. Milović, Dta.: 19.07.2005.;xy.93652;952;Fagus sylvatica L.;xy.93652;421679.6141;4978445.8064;25.0000
60967;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: Čorkova uvala, uz put prema botaničkom rezervatu, Nmv.: 800m, Terenska opažanja: Z. Stančić, Dta.:14.05.2005.;xy.93720;1059;Fagus sylvatica L.;xy.93720;422626.1319;4975433.6542;25.0000
62194;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore, područje Ogulin, Nalazište: Ogulin, Salopek - Selo, Nmv.: 315m, Terenska opažanja: Lj. Regula & S. Kovačić, Dta.:21.10.2005.;xy.93754;1095;Ambrosia artemisiifolia L.;xy.93754;399683.0479;5011024.7816;25.0000
62473;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: uz šumski put prema selu južno od Čorkove uvale (Čorkova uvala), Nmv.: 880m, Terenska opažanja: Z. Stančić, Dta.:16.07.2005.;xy.93761;1101;Fagus sylvatica L.;xy.93761;423291.7575;4974648.1836;25.0000
62607;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: Rastovača, Terenska opažanja: Z. Stančić, Dta.:24.04.2005.;xy.93767;1107;Fagus sylvatica L.;xy.93767;430372.9253;4975066.3952;25.0000
62863;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: Rastovača, padina brda u blizini naselja, Nmv.: 520m, Terenska opažanja: Z. Stančić, Dta.:18.07.2005.;xy.93775;1116;Ambrosia artemisiifolia L.;xy.93775;430202.8681;4975335.5904;25.0000
62902;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Sjeverni Velebit, Nalazište: područje Perišinaca (Perišinci), Zavižan, Nmv.: 1444m, Terenska opažanja: D. Hruševar, T. Kirin, M. Magajne & I. Mihalić, Dta.:20.07.2005.;xy.93776;1115;Fagus sylvatica L.;xy.93776;379824.2333;4965631.3816;25.0000
63253;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Sjeverni Velebit, Terenska opažanja: J. Topić & Lj. Ilijanić, Datum: 10.08.2005. (zapadno od Crnog vrha (Crni vrh), pored puta);xy.93785;1125;Fagus sylvatica L.;xy.93785;383872.0296;4952038.2422;25.0000
63584;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Sjeverni Velebit, Terenska opažanja: J. Topić & Lj. Ilijanić, Datum: 09.08.2005. (Bilenski padež, zapadno od puta);xy.93788;1129;Fagus sylvatica L.;xy.93788;381868.2853;4953825.7310;25.0000
63548;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: Sastavci, južno od slapa Plitvice u Koranu (potok Plitvica, rijeka Korana), Nmv.: 570m, Terenska opažanja: Z. Stančić, Dta.:13.05.2005.;xy.93789;1130;Fagus sylvatica L.;xy.93789;429636.2058;4973844.7737;25.0000
65045;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: Donji Babin Potok, Nmv.: 780m, Terenska opažanja: Z. Stančić, Dta.:15.06.2005.;xy.93816;1164;Fagus sylvatica L.;xy.93816;420192.4562;4967521.8782;25.0000
65235;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: Palež, šumsko područje sjeverno od Borića Selišta (Borića Selište), Nmv.: 860m, Terenska opažanja: Z. Stančić, Dta.:27.05.2005.;xy.93821;1169;Fagus sylvatica L.;xy.93821;421252.3734;4969508.7470;25.0000
65467;Projekt "Očuvanje krških ekoloških sustava" (KEC). Kartiranje flore NP Plitvice, Nalazište: područje Sljeme, Nmv.: 650m, Terenska opažanja: Z. Stančić, Dta.:13.05.2005.;xy.93829;1175;Fagus sylvatica L.;xy.93829;428346.5025;4972900.4187;25.0000
