;OznKoord;NazKlase;Bio_1;Bio_2;Bio_3;Bio_4;Bio_5;Bio_6;Bio_7;Bio_8;Bio_9;Bio_10;Bio_11;Bio_12;Bio_13;Bio_14;Bio_15;Bio_16;Bio_17;Bio_18;Bio_19;EKSPOZICIJ;NDM__M_;NAGIB_TERE
8264;xy.94014;Carpinus betulus L.;7,8;8,3;30;68,21;23;-4,5;27,5;4;15,9;16,4;-1,2;1312;155;81;21;444;265;269;345;70;935;8
8265;xy.94264;Carpinus betulus L.;9,1;8,9;31;68,5;24,6;-3,6;28,2;5,2;17,3;17,7;0,1;1248;147;79;21;420;258;260;324;108;581;1
8266;XY.114545;Carpinus betulus L.;11,3;9,2;32;68,93;26,9;-1,7;28,6;7,2;6,5;20;2,3;1217;140;81;21;403;250;268;299;337;210;0
8267;XY.114558;Carpinus betulus L.;11,3;9,2;32;68,93;26,9;-1,7;28,6;7,2;6,5;20;2,3;1217;140;81;21;403;250;268;299;75;210;1
8268;XY.114574;Carpinus betulus L.;11,3;9,1;31;68,57;26,9;-1,6;28,5;7,4;6,5;20;2,4;1223;141;82;21;406;253;267;302;51;261;0
8269;XY.114575;Carpinus betulus L.;11,3;9,1;31;68,6;26,9;-1,7;28,6;7,4;6,6;20,1;2,4;1217;141;81;21;404;250;267;299;51;261;0
8270;XY.111274;Carpinus betulus L.;9,8;9,3;30;74,14;25,9;-4,4;30,3;19,1;1,4;19,1;-9999;964;107;49;23;304;159;304;177;63;282;0
8271;XY.125893;Carpinus betulus L.;10,5;7,1;28;63,78;24,4;-0,7;25,1;11,4;3,1;18,8;2,6;1299;144;87;17;408;268;301;299;46;658;7
8272;XY.125928;Carpinus betulus L.;10,6;6,9;27;63,27;24,3;-0,4;24,7;11,5;3,3;18,8;2,8;1273;143;85;17;400;263;293;293;204;503;8
8273;XY.125929;Carpinus betulus L.;9,7;7,1;28;63,87;23,6;-1,6;25,2;10,5;2,3;18;1,7;1309;145;87;17;409;267;309;296;218;696;2
8274;XY.126006;Carpinus betulus L.;10,5;7,1;28;63,78;24,4;-0,7;25,1;11,4;3,1;18,8;2,6;1299;144;87;17;408;268;301;299;46;658;7
8275;XY.126018;Carpinus betulus L.;10,5;7,1;28;63,78;24,4;-0,7;25,1;11,4;3,1;18,8;2,6;1299;144;87;17;408;268;301;299;46;658;7
8276;XY.126024;Carpinus betulus L.;9,8;7,1;28;63,74;23,6;-1,5;25,1;10,6;2,4;18,1;1,8;1300;144;86;17;406;264;308;293;46;658;7
8277;XY.126082;Carpinus betulus L.;10,6;7,1;28;63,78;24,5;-0,6;25,1;11,5;3,2;18,9;2,7;1301;145;87;17;409;269;300;300;168;634;1
8278;XY.126085;Carpinus betulus L.;10,5;7,1;28;63,78;24,4;-0,7;25,1;11,4;3,1;18,8;2,6;1299;144;87;17;408;268;301;299;46;658;7
8279;XY.126095;Carpinus betulus L.;10,6;7,1;28;63,78;24,5;-0,6;25,1;11,5;3,2;18,9;2,7;1301;145;87;17;409;269;300;300;168;634;1
8280;XY.126121;Carpinus betulus L.;10,6;7,1;28;63,78;24,5;-0,6;25,1;11,5;3,2;18,9;2,7;1301;145;87;17;409;269;300;300;168;634;1
8281;XY.126170;Carpinus betulus L.;10,5;7,1;28;63,78;24,4;-0,7;25,1;11,4;3,1;18,8;2,6;1299;144;87;17;408;268;301;299;122;646;3
8282;XY.126272;Carpinus betulus L.;12,8;6,7;27;62,73;26,3;1,9;24,4;13,7;5,5;21;5,1;1205;137;78;18;383;255;268;285;231;336;5
8283;XY.126276;Carpinus betulus L.;9,7;7,1;28;63,87;23,6;-1,6;25,2;10,5;2,3;18;1,7;1309;145;87;17;409;267;309;296;218;696;2
8284;XY.126291;Carpinus betulus L.;10,5;7,1;28;63,85;24,4;-0,7;25,1;11,4;3,2;18,8;2,6;1299;144;86;17;408;266;303;297;164;751;3
8285;XY.126296;Carpinus betulus L.;11,2;6,9;27;63,3;24,8;0,1;24,7;12,1;3,8;19,4;3,3;1270;144;85;18;402;268;285;299;219;459;4
8286;XY.126334;Carpinus betulus L.;9,8;7,1;28;63,74;23,6;-1,5;25,1;10,6;2,4;18,1;1,8;1300;144;86;17;406;264;308;293;46;658;7
8287;XY.126376;Carpinus betulus L.;10,5;7,1;28;63,78;24,4;-0,7;25,1;11,4;3,1;18,8;2,6;1299;144;87;17;408;268;301;299;46;658;7
8288;XY.126420;Carpinus betulus L.;10,1;7,1;28;63,9;24;-1,2;25,2;10,9;2,7;18,4;2,1;1306;144;87;17;408;268;307;298;168;634;1
8289;XY.126421;Carpinus betulus L.;12,9;6,8;27;62,81;26,3;2;24,3;13,7;5,6;21;5,1;1203;138;77;18;384;256;264;287;260;271;1
8290;XY.126443;Carpinus betulus L.;10,5;7,1;28;63,85;24,4;-0,7;25,1;11,4;3,2;18,8;2,6;1299;144;86;17;408;266;303;297;164;751;3
8291;XY.126460;Carpinus betulus L.;13,5;6,7;27;62,82;27;2,7;24,3;14,4;6,2;21,7;5,8;1175;135;74;19;376;251;257;281;309;227;0
8292;XY.126481;Carpinus betulus L.;10,6;7,1;28;63,78;24,5;-0,6;25,1;11,5;3,2;18,9;2,7;1301;145;87;17;409;269;300;300;168;634;1
8293;XY.126486;Carpinus betulus L.;10,6;7,1;28;63,78;24,5;-0,6;25,1;11,5;3,2;18,9;2,7;1301;145;87;17;409;269;300;300;168;634;1
8294;XY.133389;Carpinus betulus L.;10,1;10;33;73,25;26,3;-4;30,3;17,6;2;19,2;0,3;780;101;45;23;253;142;242;160;150;218;1
8295;XY.133408;Carpinus betulus L.;8;9,2;31;71,15;23,6;-5,5;29,1;15,2;-9999;16,8;-1,5;896;117;52;25;299;158;293;178;151;626;3
8296;XY.133410;Carpinus betulus L.;7,7;9,1;31;71,37;23,3;-5,8;29,1;15;-0,3;16,6;-1,8;913;118;53;24;304;161;298;182;196;795;4
8297;XY.133428;Carpinus betulus L.;7,8;9,2;31;71,37;23,4;-5,7;29,1;15,1;-0,2;16,7;-1,7;904;118;52;25;302;159;296;180;154;556;4
8298;XY.133465;Carpinus betulus L.;8;9,2;31;71,41;23,6;-5,7;29,3;15,2;-9999;16,8;-1,6;895;117;52;25;299;158;293;178;77;737;3
8299;XY.133503;Carpinus betulus L.;8,2;9,3;31;72,12;24;-5,5;29,5;15,6;0,2;17,2;-1,4;871;114;50;25;291;154;284;174;156;682;2
8300;XY.134049;Carpinus betulus L.;11,3;10,4;32;76,99;28,4;-3,4;31,8;19,1;2,5;20,7;1;693;85;43;19;216;137;203;152;4;84;0
8301;xy.91513;Carpinus betulus L.;8,1;7,7;29;66,04;22,6;-3,8;26,4;4,5;0,4;16,6;-0,3;1373;149;92;17;428;280;327;316;274;631;13
8302;xy.91558;Carpinus betulus L.;9,4;8,4;30;67,9;24,6;-3;27,6;5,6;4,5;18;0,6;1330;152;90;20;440;282;290;330;51;561;4
8303;xy.91562;Carpinus betulus L.;8,8;8,2;29;67,54;23,9;-3,5;27,4;5,1;3,9;17,4;-9999;1342;152;91;19;441;287;295;332;35;611;1
8304;xy.91568;Carpinus betulus L.;9,6;8,5;30;67,73;24,8;-2,9;27,7;5,8;4,8;18,2;0,8;1319;151;89;20;437;279;287;328;29;503;4
8305;xy.91600;Carpinus betulus L.;8,8;8,2;29;67,54;23,9;-3,5;27,4;5,1;3,9;17,4;-9999;1342;152;91;19;441;287;295;332;35;611;1
8306;xy.91944;Carpinus betulus L.;11,8;8,3;30;66,24;26,8;-0,3;27,1;8,2;6,9;20,4;3,4;1363;157;90;21;450;280;295;337;NA;NA;NA
8307;xy.91945;Carpinus betulus L.;11,8;8,3;30;66,24;26,8;-0,3;27,1;8,2;6,9;20,4;3,4;1363;157;90;21;450;280;295;337;266;540;6
8308;xy.93974;Fagus sylvatica L.;7,7;8,3;30;68,29;22,9;-4,6;27,5;3,9;15,8;16,3;-1,3;1314;154;82;21;443;268;272;344;262;806;1
8309;xy.93981;Fagus sylvatica L.;7,4;8,2;29;68,29;22,5;-4,9;27,4;3,6;15,5;16;-1,6;1312;153;83;20;439;269;276;340;299;849;3
8310;xy.93992;Fagus sylvatica L.;8,3;8,7;31;68,35;23,7;-4,2;27,9;4,5;16,4;16,9;-0,7;1269;149;80;21;426;260;265;331;295;704;2
8311;xy.93998;Fagus sylvatica L.;8,1;8,5;30;68,53;23,4;-4,3;27,7;4,3;16,2;16,7;-0,9;1279;150;81;21;429;262;268;334;281;735;1
8312;xy.94008;Fagus sylvatica L.;7,4;8,2;29;68,09;22,5;-4,9;27,4;3,7;15,5;16;-1,6;1316;154;83;21;441;270;275;342;292;789;0
8313;xy.94015;Fagus sylvatica L.;7,8;8,3;30;68,21;23;-4,5;27,5;4;15,9;16,4;-1,2;1312;155;81;21;444;265;269;345;70;935;8
8314;xy.94020;Fagus sylvatica L.;7,6;8,3;30;68,22;22,8;-4,6;27,4;3,9;15,8;16,3;-1,3;1312;154;82;21;443;266;271;344;71;773;3
8315;xy.94051;Fagus sylvatica L.;5,6;6,9;27;64,35;19,6;-5,6;25,2;2,4;-2;13,9;-2,5;1331;151;91;18;430;291;294;327;99;1273;5
8316;xy.94098;Fagus sylvatica L.;5,4;6,8;27;64,03;19,2;-5,9;25,1;2,1;-2,3;13,6;-2,8;1334;150;93;17;427;288;300;323;56;1328;5
8317;xy.94147;Fagus sylvatica L.;5,6;6,9;27;64,41;19,6;-5,7;25,3;2,4;-2;13,9;-2,6;1333;151;91;18;430;291;296;327;128;1325;0
8318;xy.94185;Fagus sylvatica L.;5,2;6,8;27;64,17;19;-6;25;2;-2,4;13,4;-3;1334;150;93;17;426;289;301;324;117;1265;5
8319;xy.94195;Fagus sylvatica L.;4,8;6,6;26;63,73;18,5;-6,3;24,8;1,6;-2,8;13;-3,3;1331;149;92;17;421;286;305;319;98;1383;2
8320;xy.94203;Fagus sylvatica L.;5,4;6,8;27;64,03;19,2;-5,9;25,1;2,1;-2,3;13,6;-2,8;1334;150;93;17;427;288;300;323;51;1461;5
8321;xy.94205;Ambrosia artemisiifolia L.;13,7;10;35;64,59;29,3;0,8;28,5;10,2;22,1;22,1;5,6;969;131;49;31;360;166;166;273;172;57;2
8322;xy.94210;Fagus sylvatica L.;4,5;6,6;26;63,44;18,2;-6,5;24,7;1,3;-3;12,6;-3,5;1332;148;91;16;418;285;308;317;98;1383;2
8323;xy.94231;Fagus sylvatica L.;4,5;6,5;26;63,65;18;-6,5;24,5;1,3;-3,1;12,7;-3,6;1324;147;90;16;416;282;307;314;174;1519;5
8324;xy.94238;Fagus sylvatica L.;4,5;6,6;26;63,43;18,1;-6,5;24,6;1,4;-3;12,7;-3,5;1332;148;91;16;418;284;308;316;11;1618;2
8325;XY.126315;Fagus sylvatica L.;9,5;7,1;28;63,75;23,3;-1,8;25,1;10,4;2,1;17,8;1,5;1308;145;87;17;409;267;308;296;6;878;8
8326;XY.126322;Fagus sylvatica L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;46;658;7
8327;XY.126334;Fagus sylvatica L.;9,8;7,1;28;63,74;23,6;-1,5;25,1;10,6;2,4;18,1;1,8;1300;144;86;17;406;264;308;293;46;658;7
8328;XY.126336;Fagus sylvatica L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;46;658;7
8329;XY.126344;Fagus sylvatica L.;9,1;7,1;28;64,02;23;-2,2;25,2;10;1,7;17,4;1,2;1304;143;86;16;404;263;315;289;164;751;3
8330;XY.126351;Fagus sylvatica L.;9,5;7,1;28;63,75;23,3;-1,8;25,1;10,4;2,1;17,8;1,5;1308;145;87;17;409;267;308;296;6;878;8
8331;XY.126384;Fagus sylvatica L.;9,9;7,1;28;63,67;23,7;-1,4;25,1;10,7;2,5;18,2;1,9;1302;145;87;17;408;267;305;296;81;921;5
8332;XY.126398;Fagus sylvatica L.;9,5;7,1;28;64,07;23,4;-1,8;25,2;10,4;2,1;17,8;1,5;1307;144;86;17;407;265;312;293;122;646;3
8333;XY.126405;Fagus sylvatica L.;9,7;7,1;28;63,87;23,6;-1,6;25,2;10,5;2,3;18;1,7;1309;145;87;17;409;267;309;296;218;696;2
8334;XY.126423;Fagus sylvatica L.;8,6;7;28;63,49;22,3;-2,7;25;9,5;1,2;16,8;0,6;1303;143;85;16;403;261;317;286;32;792;8
8335;XY.126440;Fagus sylvatica L.;9,1;7,1;28;64,02;23;-2,2;25,2;10;1,7;17,4;1,2;1304;143;86;16;404;263;315;289;164;751;3
8336;XY.126443;Fagus sylvatica L.;10,5;7,1;28;63,85;24,4;-0,7;25,1;11,4;3,2;18,8;2,6;1299;144;86;17;408;266;303;297;164;751;3
8337;XY.126452;Fagus sylvatica L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;46;658;7
8338;XY.126473;Fagus sylvatica L.;10,1;7,1;28;63,9;24;-1,2;25,2;10,9;2,7;18,4;2,1;1306;144;87;17;408;268;307;298;168;634;1
8339;XY.126476;Fagus sylvatica L.;10,1;7,1;28;63,9;24;-1,2;25,2;10,9;2,7;18,4;2,1;1306;144;87;17;408;268;307;298;168;634;1
8340;XY.126481;Fagus sylvatica L.;10,6;7,1;28;63,78;24,5;-0,6;25,1;11,5;3,2;18,9;2,7;1301;145;87;17;409;269;300;300;168;634;1
8341;XY.126486;Fagus sylvatica L.;10,6;7,1;28;63,78;24,5;-0,6;25,1;11,5;3,2;18,9;2,7;1301;145;87;17;409;269;300;300;168;634;1
8342;XY.133176;Ambrosia artemisiifolia L.;10,6;9,6;31;74,09;26,5;-3,9;30,4;19,8;2,2;19,8;0,7;912;100;48;21;277;156;277;174;171;103;0
8343;XY.133180;Ambrosia artemisiifolia L.;10,5;9,6;31;74,14;26,5;-3,9;30,4;19,8;2,2;19,8;0,7;914;100;48;21;277;156;277;175;171;103;0
8344;XY.133202;Ambrosia artemisiifolia L.;10,5;9,6;31;74,14;26,5;-3,9;30,4;19,8;2,2;19,8;0,7;914;100;48;21;277;156;277;175;45;104;0
8345;XY.133257;Ambrosia artemisiifolia L.;10,6;9,6;31;74,09;26,5;-3,8;30,3;19,8;2,2;19,8;0,7;918;100;48;21;277;157;277;176;45;107;0
8346;XY.133389;Fagus sylvatica L.;10,1;10;33;73,25;26,3;-4;30,3;17,6;2;19,2;0,3;780;101;45;23;253;142;242;160;150;218;1
8347;XY.133392;Fagus sylvatica L.;10,4;10,1;33;73,83;26,7;-3,8;30,5;18;2,2;19,5;0,5;772;99;45;22;248;141;238;159;268;242;1
8348;XY.133406;Fagus sylvatica L.;8;9,2;31;71,15;23,6;-5,5;29,1;15,2;-9999;16,8;-1,5;896;117;52;25;299;158;293;178;77;737;3
8349;XY.133408;Fagus sylvatica L.;8;9,2;31;71,15;23,6;-5,5;29,1;15,2;-9999;16,8;-1,5;896;117;52;25;299;158;293;178;151;626;3
8350;XY.133410;Fagus sylvatica L.;7,7;9,1;31;71,37;23,3;-5,8;29,1;15;-0,3;16,6;-1,8;913;118;53;24;304;161;298;182;196;795;4
8351;XY.133411;Fagus sylvatica L.;7,7;9,1;31;71,37;23,3;-5,8;29,1;15;-0,3;16,6;-1,8;913;118;53;24;304;161;298;182;196;795;4
8352;XY.133414;Fagus sylvatica L.;7,7;9,1;31;71,37;23,3;-5,8;29,1;15;-0,3;16,6;-1,8;913;118;53;24;304;161;298;182;196;795;4
8353;XY.133415;Fagus sylvatica L.;9;9,5;31;72,08;24,9;-4,8;29,7;16,4;1;18;-0,6;870;113;50;24;287;154;281;174;135;504;6
8354;XY.133428;Fagus sylvatica L.;7,8;9,2;31;71,37;23,4;-5,7;29,1;15,1;-0,2;16,7;-1,7;904;118;52;25;302;159;296;180;154;556;4
8355;XY.133437;Fagus sylvatica L.;8,7;9,5;32;72,33;24,5;-5,1;29,6;16,1;0,6;17,7;-1;842;111;48;25;281;149;273;168;346;451;6
8356;XY.133441;Fagus sylvatica L.;8,7;9,5;32;72,06;24,6;-5;29,6;16,1;0,7;17,7;-0,9;865;113;49;25;288;152;281;173;346;662;2
8357;XY.133453;Fagus sylvatica L.;8;9,2;31;71,15;23,6;-5,5;29,1;15,2;-9999;16,8;-1,5;896;117;52;25;299;158;293;178;77;737;3
8358;XY.133456;Fagus sylvatica L.;6,9;8,9;31;70,67;22,4;-6,3;28,7;14,2;-1;15,8;-2,4;934;121;54;25;313;165;306;185;8;765;7
8359;XY.133465;Fagus sylvatica L.;8;9,2;31;71,41;23,6;-5,7;29,3;15,2;-9999;16,8;-1,6;895;117;52;25;299;158;293;178;77;737;3
8360;XY.133492;Fagus sylvatica L.;8;9,3;31;71,78;23,7;-5,6;29,3;15,3;-0,1;16,9;-1,6;876;115;51;25;294;155;286;174;271;620;3
8361;XY.133503;Fagus sylvatica L.;8,2;9,3;31;72,12;24;-5,5;29,5;15,6;0,2;17,2;-1,4;871;114;50;25;291;154;284;174;156;682;2
8362;XY.133559;Ambrosia artemisiifolia L.;10,5;9,6;31;74,14;26,5;-3,9;30,4;19,8;2,2;19,8;0,7;914;100;48;21;277;156;277;175;90;102;0
8363;XY.133593;Ambrosia artemisiifolia L.;10,6;9,7;32;74,02;26,5;-3,8;30,3;19,8;2,2;19,8;0,7;917;100;48;21;277;157;277;176;26;103;0
8364;XY.133598;Ambrosia artemisiifolia L.;10,5;9,7;31;74,14;26,5;-3,9;30,4;19,8;2,2;19,8;0,7;916;100;48;21;277;157;277;176;26;103;0
8365;XY.133685;Ambrosia artemisiifolia L.;10,5;9,7;31;74,19;26,5;-3,9;30,4;19,8;2,2;19,8;0,6;914;100;48;21;277;156;277;175;113;104;0
8366;XY.133705;Ambrosia artemisiifolia L.;10,5;9,7;31;74,19;26,5;-3,9;30,4;19,8;2,2;19,8;0,6;914;100;48;21;277;156;277;175;66;102;0
8367;XY.133800;Ambrosia artemisiifolia L.;10,5;9,7;31;74,19;26,5;-3,9;30,4;19,8;2,2;19,8;0,6;914;100;48;21;277;156;277;175;66;102;0
8368;XY.133810;Ambrosia artemisiifolia L.;10,5;9,7;31;73,92;26,5;-4;30,5;19,7;2,1;19,7;0,6;911;100;48;21;277;155;277;175;38;102;0
8369;XY.133815;Ambrosia artemisiifolia L.;10,5;9,7;31;74,03;26,6;-4;30,6;19,8;2,1;19,8;0,6;913;100;48;21;277;156;277;175;140;101;0
8370;XY.134124;Fagus sylvatica L.;5,7;6,8;27;64,3;19,5;-5,6;25,1;2,4;13,6;14;-2,5;1318;150;89;18;427;287;288;325;240;1195;13
8371;XY.134125;Fagus sylvatica L.;4,5;6,5;26;63,55;18,1;-6,5;24,6;1,4;-3,1;12,7;-3,5;1316;147;90;16;415;282;302;314;236;1300;12
8372;XY.134127;Fagus sylvatica L.;4,5;6,5;26;63,19;18;-6,5;24,5;1,4;-3,1;12,6;-3,5;1315;147;90;17;415;282;302;314;236;1306;10
8373;XY.134128;Fagus sylvatica L.;4,5;6,5;26;63,19;18;-6,5;24,5;1,4;-3,1;12,6;-3,5;1315;147;90;17;415;282;302;314;236;1306;10
8374;xy.91496;Fagus sylvatica L.;5,5;7,1;28;63,54;19,4;-5,8;25,2;6,4;-1,9;13,7;-2,5;1352;143;85;15;404;268;343;294;86;1259;4
8375;xy.91513;Fagus sylvatica L.;8,1;7,7;29;66,04;22,6;-3,8;26,4;4,5;0,4;16,6;-0,3;1373;149;92;17;428;280;327;316;274;631;13
8376;XY.110389;Quercus petraea (Mattuschka) Liebl.;10,1;9,6;31;73,98;26,1;-4,4;30,5;19,3;1,7;19,3;0,2;901;102;46;24;291;147;291;163;244;198;1
8377;XY.110435;Fraxinus ornus L.;14,3;8,1;31;61,93;28,4;2,7;25,7;11,2;22,4;22,4;6,6;1061;136;56;28;376;189;189;287;209;23;0
8378;XY.110484;Fraxinus ornus L.;14,3;6,9;28;61,94;27,5;3,2;24,3;15,3;20,3;22,3;6,6;925;115;54;22;302;177;186;233;72;46;0
8379;XY.110490;Fraxinus ornus L.;14,3;6,9;28;61,94;27,5;3,2;24,3;15,3;20,3;22,3;6,6;925;115;54;22;302;177;186;233;313;41;0
8380;XY.110592;Fraxinus ornus L.;16,1;8,4;32;63,32;30,6;4,4;26,2;9,6;24,3;24,3;8,3;904;122;36;34;333;134;134;290;30;222;2
8381;XY.111254;Quercus petraea (Mattuschka) Liebl.;9,9;9,3;30;74,52;25,9;-4,4;30,3;19,2;1,4;19,2;-9999;959;107;48;23;304;157;304;174;331;321;1
8382;XY.111274;Quercus petraea (Mattuschka) Liebl.;9,8;9,3;30;74,14;25,9;-4,4;30,3;19,1;1,4;19,1;-9999;964;107;49;23;304;159;304;177;63;282;0
8383;XY.125896;Fraxinus ornus L.;11,4;6,8;27;63,01;25;0,4;24,6;12,3;4,1;19,6;3,6;1251;141;84;17;395;261;285;290;226;485;7
8384;XY.125900;Fraxinus ornus L.;13;6,8;27;62,73;26,5;2,1;24,4;13,9;5,7;21,2;5,3;1210;139;77;19;387;259;263;291;313;280;2
8385;XY.125914;Fraxinus ornus L.;10,5;6,9;27;63,14;24,1;-0,6;24,7;11,4;3,1;18,7;2,6;1275;143;85;17;400;263;296;292;210;671;1
8386;XY.125929;Fraxinus ornus L.;9,7;7,1;28;63,87;23,6;-1,6;25,2;10,5;2,3;18;1,7;1309;145;87;17;409;267;309;296;218;696;2
8387;XY.125933;Fraxinus ornus L.;13,5;6,7;27;62,82;27;2,7;24,3;14,4;6,2;21,7;5,8;1175;135;74;19;376;251;257;281;264;198;2
8388;XY.125966;Fraxinus ornus L.;10,5;7,1;28;63,85;24,4;-0,7;25,1;11,4;3,2;18,8;2,6;1299;144;86;17;408;266;303;297;164;751;3
8389;XY.125974;Fraxinus ornus L.;13,3;6,8;28;62,61;26,6;2,4;24,2;14,1;6;21,4;5,5;1191;137;75;19;381;254;260;285;331;222;1
8390;XY.125978;Fraxinus ornus L.;11,2;6,9;27;63,3;24,8;0,1;24,7;12,1;3,8;19,4;3,3;1270;144;85;18;402;268;285;299;232;434;3
8391;XY.125979;Fraxinus ornus L.;9,7;7,1;28;63,87;23,6;-1,6;25,2;10,5;2,3;18;1,7;1309;145;87;17;409;267;309;296;218;696;2
8392;XY.125980;Fraxinus ornus L.;13,1;6,8;27;62,87;26,6;2,2;24,4;14;5,8;21,3;5,4;1203;138;76;19;385;257;262;289;280;339;0
8393;XY.125986;Fraxinus ornus L.;10,3;7,2;28;63,85;24,2;-1;25,2;11,1;2,9;18,6;2,3;1310;146;87;17;412;269;304;301;167;717;0
8394;XY.125994;Fraxinus ornus L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;46;658;7
8395;XY.125995;Fraxinus ornus L.;12,5;6,8;27;63,03;26;1,5;24,5;13,4;5,2;20,7;4,7;1233;141;79;19;394;262;270;295;235;433;7
8396;XY.125997;Fraxinus ornus L.;11,5;6,9;27;63,5;25,1;0,4;24,7;12,4;4,1;19,7;3,6;1263;143;84;18;400;266;282;298;235;433;7
8397;XY.125998;Fraxinus ornus L.;10,5;6,9;27;63,14;24,1;-0,6;24,7;11,4;3,1;18,7;2,6;1275;143;85;17;400;263;296;292;206;585;8
8398;XY.126008;Fraxinus ornus L.;9,8;7,1;28;63,74;23,6;-1,5;25,1;10,6;2,4;18,1;1,8;1300;144;86;17;406;264;308;293;32;792;8
8399;XY.126015;Fraxinus ornus L.;13;6,8;27;62,73;26,5;2,1;24,4;13,9;5,7;21,2;5,3;1210;139;77;19;387;259;263;291;293;335;4
8400;XY.126018;Fraxinus ornus L.;10,5;7,1;28;63,78;24,4;-0,7;25,1;11,4;3,1;18,8;2,6;1299;144;87;17;408;268;301;299;46;658;7
8401;XY.126019;Fraxinus ornus L.;12,2;6,9;27;63,15;25,8;1,1;24,7;13,1;4,8;20,4;4,4;1252;143;81;18;399;267;274;300;229;399;2
8402;XY.126024;Fraxinus ornus L.;9,8;7,1;28;63,74;23,6;-1,5;25,1;10,6;2,4;18,1;1,8;1300;144;86;17;406;264;308;293;46;658;7
8403;XY.126042;Fraxinus ornus L.;12,5;6,8;27;63,03;26;1,5;24,5;13,4;5,2;20,7;4,7;1233;141;79;19;394;262;270;295;293;335;4
8404;XY.126045;Fraxinus ornus L.;10,1;7,1;28;63,9;24;-1,2;25,2;10,9;2,7;18,4;2,1;1306;144;87;17;408;268;307;298;NA;NA;NA
8405;XY.113584;Quercus petraea (Mattuschka) Liebl.;9,8;9,3;30;74,37;25,9;-4,4;30,3;19,2;1,4;19,2;-9999;963;107;49;23;304;159;304;176;11;269;2
8406;XY.113598;Quercus petraea (Mattuschka) Liebl.;10,3;9,4;30;74,92;26,4;-4;30,4;19,7;1,8;19,7;0,4;941;104;47;23;296;154;296;171;244;343;1
8407;XY.113598;Quercus petraea (Mattuschka) Liebl.;10,3;9,4;30;74,92;26,4;-4;30,4;19,7;1,8;19,7;0,4;941;104;47;23;296;154;296;171;244;343;1
8408;XY.113599;Quercus petraea (Mattuschka) Liebl.;10,3;9,4;30;74,92;26,4;-4;30,4;19,7;1,8;19,7;0,4;941;104;47;23;296;154;296;171;244;343;1
8409;XY.113602;Quercus petraea (Mattuschka) Liebl.;9,8;9,3;30;74,37;25,9;-4,4;30,3;19,2;1,4;19,2;-9999;963;107;49;23;304;159;304;176;11;269;2
8410;XY.113604;Quercus petraea (Mattuschka) Liebl.;9,8;9,3;30;74,37;25,9;-4,4;30,3;19,2;1,4;19,2;-9999;963;107;49;23;304;159;304;176;244;343;1
8411;XY.113628;Quercus petraea (Mattuschka) Liebl.;9,7;9,3;30;74,38;25,8;-4,5;30,3;19;1,3;19;-0,1;962;107;49;23;304;159;304;177;7;396;4
8412;XY.113629;Quercus petraea (Mattuschka) Liebl.;9,7;9,3;30;74,38;25,8;-4,5;30,3;19;1,3;19;-0,1;962;107;49;23;304;159;304;177;7;396;4
8413;XY.113630;Quercus petraea (Mattuschka) Liebl.;9,7;9,3;30;74,38;25,8;-4,5;30,3;19;1,3;19;-0,1;962;107;49;23;304;159;304;177;7;396;4
8414;XY.113631;Quercus petraea (Mattuschka) Liebl.;9,7;9,3;30;74,38;25,8;-4,5;30,3;19;1,3;19;-0,1;962;107;49;23;304;159;304;177;7;396;4
8415;xy.91519;Fagus sylvatica L.;5,9;7,2;28;63,91;19,8;-5,5;25,3;6,8;-1,6;14,1;-2,2;1353;143;85;16;406;267;344;293;152;1223;0
8416;xy.91523;Fagus sylvatica L.;5,5;7,1;28;63,54;19,4;-5,8;25,2;6,4;-1,9;13,7;-2,5;1352;143;85;15;404;268;343;294;86;1259;4
8417;xy.91529;Fagus sylvatica L.;6,8;7,3;28;64,66;20,9;-4,7;25,6;7,6;-0,8;15,1;-1,4;1360;146;89;16;413;274;335;303;64;1094;6
8418;xy.91531;Fagus sylvatica L.;6,8;7,3;28;64,66;20,9;-4,7;25,6;7,6;-0,8;15,1;-1,4;1360;146;89;16;413;274;335;303;64;1094;6
8419;xy.91533;Fagus sylvatica L.;6,7;7,3;28;64,73;20,9;-4,8;25,7;7,5;-0,9;15;-1,5;1361;146;89;16;413;274;336;303;77;1125;6
8420;xy.91558;Fagus sylvatica L.;9,4;8,4;30;67,9;24,6;-3;27,6;5,6;4,5;18;0,6;1330;152;90;20;440;282;290;330;51;561;4
8421;xy.91562;Fagus sylvatica L.;8,8;8,2;29;67,54;23,9;-3,5;27,4;5,1;3,9;17,4;-9999;1342;152;91;19;441;287;295;332;35;611;1
8422;xy.91574;Ambrosia artemisiifolia L.;10,9;8,9;31;68,18;26,3;-1,8;28,1;7;6,1;19,6;2,1;1267;148;82;22;427;265;269;318;56;324;0
